symbol,description,sector,price,volume_1d,liquidity_value_1d,coverage_score,perf_1m,perf_3m,perf_6m,perf_1y,perf_ytd,revenue_growth_ttm,eps_growth_ttm,roe_ttm,net_margin_ttm,operating_margin_ttm,fcf_margin_ttm,debt_to_equity,vol_1m,momentum_score,fundamental_growth_score,quality_score,risk_score,growth_potential_score_aggressive,rank
SCOA,SCOA Nigeria PLC,Consumer durables,33.05,619919.0,20488322.95,0.8571428571428571,45.91611479028697,-13.36828309305374,365.4929577464789,639.3736017897093,365.4929577464789,25.597340376830136,641.0476190476192,126.72822437383,5.77105242136344,5.2893323789217,,,1.7763568394002505e-15,81.29496402877699,79.31292008961913,51.24023105674482,76.97841726618705,76.20241839351668,11
WAPCO,Lafarge Africa Plc,Non-energy minerals,339.1,453498.0,153781171.8,1.0,45.536480686695285,83.2972972972973,153.05970149253733,330.60317460317464,153.05970149253733,42.79510022133782,124.54036591248163,47.9367932380802,27.9685053230314,39.5719293150385,36.428133715591,0.0018772244703319,2.738849195050894,75.0,87.5,54.166666666666664,50.0,75.625,12
RTBRISCOE,RT Briscoe Plc,Retail trade,15.37,930854.0,14307225.979999999,0.8571428571428571,72.69662921348313,-3.937500000000005,354.7337278106508,676.2626262626261,339.1428571428572,47.8382942012611,576.9446391030133,,7.18529804384756,7.20567555387181,-7.3989583863338995,,2.460866417872685,84.89208633093526,89.93859430752636,27.324263038548754,43.884892086330936,73.75236574392922,13
ARADEL,Aradel Holdings Plc,Energy minerals,2009.5,3260944.0,6552866968.0,1.0,57.11493354182956,103.989442696173,183.54734020036685,299.5029821073559,195.51470588235293,19.986164843908067,54.31517581843608,26.968649337298,57.0676836075303,26.8041589680333,10.366067636809966,1.30231639733576,0.3758105445504857,89.49640287769785,57.73794705833541,67.06899297004146,45.07727151612043,73.21320122181314,14
TRANSCOHOT,Transcorp Hotels PLC,Consumer services,223.3,11704.0,2613503.2,1.0,10.000000000000004,16.972236773179677,27.67295597484277,45.47231270358306,30.66120538326507,27.33869105105765,50.2532511978097,25.7274442627671,22.8390004772906,37.0410108187324,8.998602238541341,0.30169161521122,7.771561172376097e-16,52.5,85.71428571428572,82.58928571428571,66.66666666666666,73.14434523809524,15
NGXGROUP,Nigerian Exchange Group PLC,Finance,151.5,39903755.0,6045418882.5,1.0,-13.57672561323446,80.35714285714286,284.03041825095056,461.1111111111111,172.97297297297297,24.843033732796545,15.752225858001676,24.5369336312627,44.856336805483,48.2105440566851,27.72451444440227,0.0,1.0659159998237586,77.91666666666667,53.05555555555556,71.89393939393939,87.91666666666667,72.76325757575758,16
REDSTAREX,Red Star Express PLC,Transportation,31.9,2722439.0,86845804.1,1.0,13.321492007104796,43.69369369369369,246.73913043478265,474.7747747747748,234.03141361256544,8.44459130778437,41.15656721008919,16.9824601403619,3.72566948783725,5.59474604190549,4.64964879131334,0.0180488677562406,3.3106848460099965,83.33333333333333,73.33333333333333,37.5,56.666666666666664,72.45833333333331,17
NCR,NCR (Nigeria) PLC,Electronic technology,179.1,76514.0,13703657.4,0.7857142857142857,-10.000000000000002,-10.000000000000002,538.4798245614012,2031.1099713284364,146.35488308115544,43.34396141332533,,,6.36141661894093,6.1773061266871,39.47216683512636,,-1.887379141862766e-15,65.46762589928058,82.05128205128204,47.61323332751905,97.12230215827337,72.24041175223087,18
STANBIC,Stanbic IBTC Holdings Plc,Finance,163.0,5468530.0,891370390.0,1.0,0.6172839506172839,38.48768054375531,48.18181818181818,136.231884057971,63.0,30.510179498991985,43.63616968717017,41.0400247132996,40.38481657306975,59.21645068643223,34.90467662593793,1.00056726360211,1.4630606225344516,72.08333333333333,64.72222222222223,78.4090909090909,52.08333333333333,71.6155303030303,19
MECURE,Mecure Industries PLC,Health technology,86.9,1091060.0,94813114.0,1.0,28.550295857988186,-16.442307692307686,213.71841155234657,682.882882882883,33.28220858895706,65.01494258573605,220.69148936170217,40.5416113198463,8.55634104943136,20.9293272534613,-15.295981003228556,2.51257979784224,2.672980682387057,64.0,100.0,43.75,22.5,71.2125,20
