symbol,price,sma_50,sma_200,above_sma50,above_sma200,golden_cross,death_cross,rsi_14,macd,macd_signal,macd_histogram,bb_position,mom_1m,mom_3m,mom_6m,mom_12m,volatility_20d,volatility_1y,sharpe_1y,sortino_1y,max_drawdown_1y,avg_volume_20d,volume_ratio,mom_score,trend_score,rsi_score,sharpe_score,dd_score,composite_score,signal
HYP,5626.0,5620.002236328125,5347.7127612304685,True,True,False,False,52.66524520255864,0.24662734271805675,-8.024276481005366,8.270903823723422,0.5346299215139608,-1.6777350576721473,-8.036500465801721,9.182129569518892,30.252666737584466,13.44392640618409,19.444957478734594,1.0717493307714547,1.5025242767666385,-16.75465513258636,799679.55,1.3374357265982355,0.9,0.9,0.9,0.8,0.8,0.87,BUY
IMP,24246.0,25199.837734375,23494.30423828125,False,True,False,False,49.23964750838338,227.97357130831733,134.9910627801163,92.98250852820104,0.32891441856206255,-5.266859420176607,-16.265008310800887,27.88319832438779,117.96193043310925,74.46208793211355,66.71429281932375,1.4205885039851966,2.008920681947808,-40.100814822227385,2860812.6,0.5643966333201972,1.0,0.7,0.9,0.8,0.2,0.76,HOLD
INL,13125.0,13316.18,13053.167172851563,False,True,False,False,24.14943295530354,-87.01517880008396,-4.707556851851303,-82.30762194823265,0.14958293232694753,-5.330351990767457,-3.165117308543608,-0.11159407849044012,9.268825701588778,13.048682055469122,23.3026200837251,0.21768903228167102,0.3365204319109469,-15.220714391811384,752175.95,0.5599660558144673,0.7,0.7,0.8,0.5,0.8,0.7,HOLD
INP,13317.0,13484.64,13115.110849609375,False,True,False,False,26.85337726523889,-50.68910658760615,39.57404725543371,-90.26315384303986,0.06353631536228656,-4.878571428571432,-2.360876897133224,1.4111631042836636,10.079688781235818,16.038596675606996,22.394268764141284,0.28326550409964985,0.45952054484768323,-15.291514849861665,1800607.4,0.7225400717557865,0.7,0.7,0.8,0.5,0.8,0.7,HOLD
INPPR,8700.0,3015.42,2588.598407936096,True,True,False,False,100.0,2076.483864147258,1292.823705098985,783.6601590482728,0.798433409657833,9900.0,9900.0,7.193096171656221,12.715103239306668,35141.51391161173,25886.537601863165,2.650470017426543,101.31153056242619,-99.02367859629103,170.2,20.0,0.7,0.9,0.4,1.0,0.2,0.675,BUY
INPR,9459.0,9757.96,9923.151284179687,False,False,False,False,52.67326732673266,-107.63929797012497,-135.18109103181433,27.54179306168936,0.5741207700666032,-0.9528795811518331,-5.410000000000004,-6.538610171797499,-4.352856207011435,22.40417622076721,19.38288743324631,-0.44141165517115394,-0.5146754305160108,-14.69066257223256,12897.0,0.6757385438474064,0.5,0.3,0.9,0.2,0.8,0.51,HOLD
IOC,414.0,422.28,420.31,False,False,False,False,32.432432432432435,-2.5863602872103684,0.6113251321395841,-3.1976854193499524,0.15524890550521436,-5.045871559633031,-9.010989010989013,0.4854368932038833,23.582089552238816,32.521648276220674,33.47817084041001,0.5407004936384593,0.9709182543635557,-19.017094017094017,791219.75,0.34445550682980297,0.8,0.3,0.9,0.5,0.8,0.645,HOLD
ISA,210.0,228.04,213.39346710205078,False,False,False,False,39.34426229508197,-4.4728756659593785,-2.9998847054853637,-1.4729909604740148,0.18236019582999322,-11.016949152542377,-17.322834645669293,-1.3665007051055111,10.676030776366963,94.20783045318879,62.47620443370144,0.34752337012663415,0.4234586429953954,-22.56809338521401,31369.95,2.2050082961560347,0.7,0.3,0.9,0.5,0.5,0.57,SELL
ISB,70.0,65.41320000052453,65.61830000013113,True,True,False,False,51.48500148557983,1.5516737199841515,0.5830670256999646,0.9686066942841869,0.586594269860628,7.692307692307687,9.375,2.941176470588225,7.692307692307687,35160.32216340683,9901.23493102779,0.9952970173442666,42.28756127284474,-99.18518515280735,23791.15,0.0,0.7,0.9,0.9,0.5,0.2,0.675,BUY
ITE,797.0,870.3268103027344,935.7613632202149,False,False,False,False,27.607361963190172,-15.861120212262222,-8.80446251778713,-7.056657694475092,-0.09637486798295856,-8.914285714285718,-20.517045129449972,-13.2520118776147,-20.982490587886172,29.97929891630107,29.42778172374041,-0.960769449876329,-1.2276649213892352,-28.10118787325109,500801.3,0.2399913897987086,0.3,0.3,0.8,0.2,0.5,0.38999999999999996,SELL
IVT,3650.0,3679.3,3651.4900085449217,False,False,False,False,47.23707664884135,12.167008892203285,17.449686847732778,-5.282677955529493,0.27402610946954065,-1.297998918334231,-0.05476451259583959,-2.0134228187919434,14.672827999425353,27.026481149049637,24.424479400119058,0.3553435260600667,0.5483686298102203,-9.666666666666666,10149.55,0.8938327315004114,0.7,0.3,0.9,0.5,1.0,0.645,HOLD
JBL,65.0,73.24,76.51,False,False,False,False,42.857142857142854,-2.6756998712400275,-3.1977282054377287,0.5220283341977012,0.36956270131318575,-12.16216216216216,-34.34343434343434,-4.411764705882348,-26.136363636363637,43.12328937125405,55.74755548372552,-0.3065726095434295,-0.600751899925805,-44.339622641509436,1559082.75,0.20732318409654651,0.3,0.3,0.9,0.2,0.2,0.36,SELL
JSE,15629.0,16145.01044921875,14461.762924804687,False,True,False,False,51.53846153846153,-99.44090833929113,-94.7418322208596,-4.69907611843152,0.3730337433500364,-1.704402515723269,1.0645052144147238,14.192923663087797,19.58037730954283,16.569765928744225,20.715129174780113,0.5685599819830344,0.8323075394503917,-13.262155970795334,117496.95,0.7659092427505565,0.8,0.7,0.9,0.5,0.8,0.745,HOLD
KAL,4470.0,4511.44,4511.170494384765,False,False,False,False,46.22124863088719,-1.828008555521592,22.47441837661063,-24.30242693213222,0.3219521281305258,4.781997187060472,-6.874999999999998,-2.7952255137049353,13.216346554888547,28.93163691452364,29.58435350004861,0.2714361135483642,0.39091048681856516,-17.620905227647718,39809.75,1.5233956505629902,0.7,0.3,0.9,0.5,0.8,0.615,HOLD
KAP,244.0,212.98,191.82,True,True,False,False,59.30232558139535,10.439866858559952,11.09357481172018,-0.653707953160227,0.5761000438390181,9.4170403587444,8.444444444444454,49.693251533742334,-8.270676691729328,43.268286560273836,57.64439875949826,-0.06544204505702793,-0.08588802907362023,-47.31182795698925,5828820.1,4.06747842500749,0.5,0.9,0.9,0.2,0.2,0.5700000000000001,BUY
KIO,31541.0,32210.659765625,33144.16791015625,False,False,False,False,47.75120979220039,31.350621654222778,-55.88499278361995,87.23561443784273,0.3367704747130146,-2.9507692307692346,-17.64452935831955,-5.7346669762731945,-1.012578868476799,26.51393691414835,32.147973085864564,-0.16759178871693073,-0.2820718409121547,-23.628700171469983,220091.75,1.0637609088028062,0.5,0.3,0.9,0.2,0.5,0.465,SELL
KP2,73.0,71.54,73.33,True,False,False,False,52.94117647058823,-0.5676207396329858,-0.7398827841062547,0.17226204447326898,0.8990624359849932,1.388888888888884,-10.97560975609756,4.285714285714293,-8.750000000000002,32.41695008007092,60.89538227113057,0.019525206973590708,0.033421546141270596,-40.229885057471265,952608.8,2.6576260895343395,0.5,0.3,0.9,0.5,0.2,0.46499999999999997,HOLD
KRO,75435.0,81073.14,82504.8277734375,False,False,False,False,43.961339278296265,-1316.257091776366,-245.87053439914519,-1070.386557377221,0.055655099134338304,-9.658682634730543,-5.705071313391419,-4.6478410354939825,-9.657355558085944,64.51084319184002,49.66989142766036,-0.042843356002664694,-0.05924464798211473,-31.378340622076056,1112.15,1.1805961426066627,0.5,0.3,0.9,0.2,0.5,0.465,HOLD
KST,2681.0,2723.4334423828127,2565.0604846191404,False,True,False,False,32.64743785622235,-18.830158119007592,1.23173371606953,-20.061891835077123,0.10187401774617119,-6.439990137386475,-2.493465971775488,8.340598709053637,32.88632811561696,17.371402449045416,21.419837718783153,1.0245658410465361,1.4156426577825896,-10.679273729361103,581308.1,0.8570068092978578,0.9,0.7,0.9,0.8,0.8,0.8200000000000001,HOLD
LAB,3.0,4.4,5.46,False,False,False,False,0.0,-0.4671709722558761,-0.4432816430861824,-0.023889329169693718,0.2816089009800402,-40.0,-62.5,-50.0,-50.0,110.68803957638403,210.06462890390378,0.6383900769154303,1.5696426347673815,-66.66666666666666,18917309.0,0.06577574009072855,0.3,0.3,0.8,0.5,0.2,0.39,SELL
LBR,425.0,457.64685424804685,437.9328762817383,False,False,False,False,36.36363636363636,-9.487643289174798,-3.817277602858387,-5.670365686316411,0.12068920643589584,-7.608695652173914,-8.54879992298514,-9.7137874419155,34.147661836616194,44.084285179274495,60.52514702435086,0.5818461413822802,0.9819708741278143,-23.428567307332145,291440.8,0.4852546383347836,0.9,0.3,0.9,0.5,0.5,0.63,HOLD
LEW,8263.0,8572.7,8374.2081640625,False,False,False,False,41.79401993355482,-86.0727685618167,-55.39584607191557,-30.67692248990113,0.13989254970030762,-5.781071835803875,-12.375397667020149,5.298112967107027,6.0347607250500035,24.277506205682002,25.93210314488682,0.04632235511888754,0.07327874137096112,-21.18836393645554,12945.5,0.8743578849793364,0.7,0.3,0.9,0.5,0.5,0.57,SELL
LHC,1110.0,1169.14,1193.2988836669922,False,False,False,False,26.3888888888889,-23.7869505977435,-6.890228361546322,-16.896722236197178,0.17579728752733076,-11.55378486055777,-1.1576135351736405,-7.0842971264565735,-24.98868410704179,41.91633428157334,32.55420097287362,-0.9613869236282176,-0.9660640946542305,-29.35109149934309,2888165.05,1.184309047711799,0.3,0.3,0.8,0.2,0.5,0.38999999999999996,HOLD
LSK,7960.0,8171.88,7785.375,False,True,False,False,47.4964234620887,-39.45222053699854,-17.675798249729418,-21.77642228726912,0.34505446665267514,-0.5000000000000004,8.210984230560081,15.647246840040685,-2.9268292682926855,73.8317361115246,50.16901972635036,0.030478296189188937,0.0393516437075205,-27.108835967059868,4337.85,7.370241018015837,0.5,0.7,0.9,0.5,0.5,0.6099999999999999,HOLD
LTE,753.0,767.3151550292969,811.9902703857422,False,False,False,False,43.373493975903614,-5.6742528652685,-6.135229606238812,0.46097674097031227,0.36332475642994283,-1.4397905759162333,-12.44018884070095,-7.035264751065629,-10.354022767341654,13.7557186454334,14.059440589958793,-1.3436443290598956,-2.207979922051268,-16.399318784629248,1750246.05,0.7227966605038189,0.3,0.3,0.9,0.2,0.8,0.44999999999999996,SELL
MCZ,350.0,347.44,240.34,True,True,False,False,51.65562913907284,4.903700350054237,8.77792618320941,-3.8742258331551724,0.31260623456676384,-1.4084507042253502,59.09090909090908,59.09090909090908,141.3793103448276,102.17352349921451,121.29040072346673,1.242919120046062,2.233828376064846,-42.173913043478265,15519.7,0.7025264663621075,1.0,0.9,0.9,0.8,0.2,0.81,BUY
MDI,1720.0,1704.66,1633.15,True,True,False,False,55.319148936170215,2.1826207141889427,0.2095815832932698,1.973039130895673,0.5206665692080706,-1.658090337335616,-5.129619415333697,9.554140127388532,21.09102443754005,20.243137516127483,53.87524649648656,0.4719164281794302,0.727420950538189,-18.229166666666664,135867.15,1.228229193002135,0.8,0.9,0.9,0.5,0.8,0.7949999999999999,BUY
MHB,580.0,518.9847999954223,525.8811999988555,True,True,False,False,77.52808988764045,30.382094095135812,27.18846179094023,3.1936323041955816,0.5932304982309392,10822.787311677384,-3.4941763727121433,-3.3333333333333326,50.71215295474227,35139.79535409385,13974.436300733647,1.4073129803090458,60.60946211815885,-99.15040000915528,2416.05,0.0,1.0,0.9,0.4,0.8,0.2,0.735,HOLD
MKR,2757.0,2202.9,3002.91,True,False,False,False,65.46026750590087,128.80339364600877,99.76954529312648,29.033848352882288,0.9352369962700523,41.38461538461537,3.4133533383345904,-19.78469595577539,-31.023267450587944,101.3950735608936,105.09393955361766,0.08706054602258691,0.14163548284376581,-61.68582375478927,142581.45,0.23729594558057865,0.3,0.3,0.7,0.5,0.2,0.375,HOLD
MMP,3146.0,2332.137600097656,2362.263765068054,True,True,False,False,48.848684210526315,332.27141983098545,167.92252692264222,164.34889290834323,0.6231665524462705,-2.0242914979757054,11.362831858407073,13175.752686484393,9.833045624979174,35162.11648722955,24014.115424648513,2.4491735774211607,89.7372443407614,-99.22549018033486,9.9,0.0,0.7,0.9,0.9,1.0,0.2,0.7500000000000001,BUY
MNP,16783.0,18352.4462109375,20452.76908203125,False,False,False,False,33.45395332006514,-474.350785001021,-421.9990112719239,-52.35177372909709,0.2394116119990609,-12.374040620268367,-19.532874865878703,-11.135526529153438,-42.33848490706842,41.95771866048882,32.41580254622899,-1.836679866217119,-1.9136278831326334,-44.5553147051787,710145.0,1.015662998401735,0.3,0.3,0.9,0.2,0.2,0.36,SELL
MPT,2170.0,2162.5975341796875,2311.391961669922,True,False,False,False,52.15419501133787,-8.674466196732283,-10.603535350439328,1.9290691537070455,0.7216499596784034,0.0,3.7922147197705147,-1.6185207314235783,-16.324826475347876,29.01579746272791,37.61174699136931,-0.499834991599127,-0.8030912957501004,-31.935061657334312,54385.0,0.9662223039441022,0.3,0.3,0.9,0.2,0.5,0.40499999999999997,HOLD
MRF,124.0,115.90757400512695,112.09913402557373,True,True,False,False,65.625,2.0715576210711646,0.9252065095386286,1.146351111532536,1.0049578768050025,8.771929824561408,6.056047015931254,11.78880138529863,7.940111933322691,32.40915973043645,34.19680661845417,0.1852786616309363,0.2907133251881495,-24.599189950193484,1818707.15,0.27185410251452524,0.7,0.9,0.7,0.5,0.5,0.69,HOLD
MRP,15250.0,15983.4,18752.2699609375,False,False,False,False,35.004284490145665,-233.80179280199263,-189.26309397342771,-44.53869882856492,0.25566970645392934,-3.3831728332488598,-9.177535584539331,-24.683483496924254,-39.47084119406169,29.834298262644833,30.985608650258474,-1.7017702350582866,-2.165544509368873,-41.18947239163358,1033222.0,0.7387202363093314,0.3,0.3,0.9,0.2,0.2,0.36,HOLD
MSP,2118.0,2007.64,2150.24,True,False,False,False,61.33720930232558,23.534570005062506,17.63033887682244,5.904231128240067,0.9324032573481814,5.899999999999994,-1.4883720930232602,-0.5633802816901401,11.181102362204731,26.017673658008906,27.85685124421996,0.15543382930705518,0.2273876212348483,-27.079303675048354,2080404.8,3.3981434766926126,0.7,0.3,0.7,0.5,0.5,0.5399999999999999,HOLD
MST,1400.0,1432.92,1398.951567993164,False,True,False,False,56.56836461126005,4.839345491926224,2.6897536495512857,2.1495918423749383,0.3780399980201736,-0.990099009900991,-4.109589041095896,3.703703703703698,7.702946918208942,41.161726869523285,43.46363154666353,0.2030776832349538,0.27610793822823393,-13.333333333333334,2710.35,0.007748076816647297,0.7,0.7,0.9,0.5,0.8,0.715,HOLD
MTA,496.0,505.0,555.6,False,False,False,False,26.760563380281695,0.21892597517262402,3.9804047316806477,-3.7614787565080237,-0.28625307061871924,-7.289719626168223,10.46770601336302,-15.932203389830512,-40.95238095238095,31.886955260068916,59.212838171751145,-0.5962423287645826,-0.8619918172866459,-53.125,72481.5,1.523712947441761,0.3,0.3,0.8,0.2,0.2,0.345,HOLD
MTH,10100.0,11498.70771484375,11388.674750976563,False,False,False,False,24.306472919418766,-406.17864336552157,-336.025630241524,-70.15301312399754,0.10229664454714897,-12.667531344574146,-23.245085912529937,-9.378530043772104,9.58028622848821,23.650312525081876,26.26148159633684,0.18351088633725718,0.3019182767155594,-25.906076711840818,573912.4,2.2058000489273275,0.7,0.3,0.8,0.5,0.5,0.5549999999999999,SELL
MTM,3676.0,3690.958701171875,3625.4784411621094,False,True,False,False,48.00693240901213,7.388943600361017,20.274446566153472,-12.885502965792455,0.18929740981748586,-1.632325394701628,-5.521641541599786,8.086345916167858,6.333530695906453,19.08848020323506,21.954131124667757,0.03760788370727972,0.060648418477470226,-15.125429708580477,1829412.7,0.4794593368680561,0.7,0.7,0.9,0.5,0.8,0.715,HOLD
MTN,20810.0,20068.62609375,17395.6273828125,True,True,False,False,54.70872668662216,322.85825398321685,361.19168793149686,-38.33343394828,0.5246141049624988,2.1851215320402684,6.62501493590022,23.90080930111944,73.23015665913084,27.314944553546646,33.81498654284098,1.5741221348112422,2.5361766997740465,-21.652766635490263,4181171.75,0.667147911348057,1.0,0.9,0.9,0.8,0.5,0.855,BUY
MTU,37.0,35.72,49.305,True,False,False,False,53.125,0.11198927124829083,-0.3368474734240427,0.44883674467233353,0.7834270318480007,12.12121212121211,-5.128205128205132,-41.269841269841265,-32.72727272727273,134.91937316964336,93.3066876929741,-0.12465591573562257,-0.20243469821690505,-60.0,278686.85,0.07176513710639738,0.3,0.3,0.9,0.2,0.2,0.36,HOLD
N91,4846.0,4958.28,4916.694536132813,False,False,False,False,53.303964757709245,-27.470260400222287,-40.88172991151937,13.411469511297085,0.5462366777961448,-0.879525465330333,-7.6952380952381,-1.5167808637512992,27.139175497103384,16.536734749423537,25.804329269901327,0.7029182530349309,0.9813834863778566,-17.892156862745097,418784.85,0.42318388547245683,0.8,0.3,0.9,0.5,0.8,0.645,HOLD
NCS,250.0,214.33360000610352,200.6328000020981,True,True,False,False,53.90625,10.755494628390693,9.929398366830522,0.8260962615601706,0.805968259234161,4.602510460251041,19.047619047619047,35.13513513513513,28.282090312188846,84.76099243387324,21965.195988864896,2.2327626254210835,79.85835088880103,-99.23859646445827,2308.9,0.0,0.8,0.9,0.9,1.0,0.2,0.78,BUY
NED,25585.0,26895.4891796875,25440.57798828125,False,True,False,False,36.95054945054945,-364.7283284680598,-292.5174832459596,-72.21084522210015,0.08319219141794401,-5.454343889730606,-8.974770286636446,2.00209415636623,-1.2987302633551856,16.51371962183024,24.358152926625205,-0.18364955242976652,-0.25873628277071303,-19.784084004647664,1512647.4,0.7602452494877524,0.5,0.7,0.9,0.2,0.8,0.61,HOLD
NPH,33474.0,35330.6778125,31306.577412109375,False,True,False,False,45.9442291812234,-50.49557437589101,-172.06562522254438,121.57005084665337,0.3066582565919089,-7.650288299721353,-12.304883896900309,21.75961944435425,149.8184778228679,66.6692987489578,58.74125449346056,1.7555801094206631,2.4709375274894976,-32.430794291581364,1525816.75,1.2346338444639569,1.0,0.7,0.9,0.8,0.5,0.8049999999999999,HOLD
NPK,48500.0,47218.96,49091.88,True,False,False,False,52.713851498046026,248.46157011159812,373.70328832165757,-125.24171821005945,0.5081020378001584,3.1914893617021267,-0.8179959100204526,-1.424767789272574,13.053613053613056,23.27959073826328,28.520882278327477,0.2945338435125721,0.4525592547217829,-21.893864312100188,2751.45,1.944065856184921,0.7,0.3,0.9,0.5,0.5,0.57,HOLD
NPN,86842.0,89988.8,106610.286015625,False,False,False,False,43.319298848599416,-1031.1098765303323,-534.528524950046,-496.5813515802863,0.21311316577900188,-5.165334381688725,-4.157423655486758,-29.105157805748938,-18.2253152777037,37.05975385509664,29.460956180586763,-0.8897697114359658,-1.4490951912433487,-35.32663893012895,1670936.45,0.9631108352445121,0.3,0.3,0.9,0.2,0.2,0.36,HOLD
NRL,480.0,223.39200010299683,114.01150007247925,True,True,False,False,,70.53811522218723,87.51287269074372,-16.97475746855649,0.5,0.0,9899.999602635717,0.0,11657.445281664874,0.0,19684.307717575673,1.9971203299461544,,-98.99999996026358,730.0,0.273972602739726,1.0,0.9,0.4,0.8,0.2,0.735,BUY
NRP,14176.0,13949.33841796875,14238.084794921875,True,False,False,False,39.73451327433629,13.856748935679207,29.49256054826224,-15.635811612583034,0.44296183243748677,-0.09866102889358741,-4.504639275393751,-0.8651289389044692,1.806533120942766,11.351040397138496,15.54439031128675,-0.25758825514120487,-0.3331911765357425,-13.379955874084537,1421053.45,1.1041013270823838,0.5,0.3,0.9,0.2,0.8,0.51,HOLD
NTC,1665.0,1680.08,1537.0988677978517,False,True,False,False,34.8936170212766,-3.3696849217019462,7.925040126556799,-11.294725048258744,0.06446969612592246,-4.911479154768705,7.41935483870968,15.020096523014391,17.566431548399166,14.86331738234575,21.64583275088917,0.5253839086109355,0.84634545635349,-11.839648114501355,2355424.65,0.6853630405880315,0.8,0.7,0.9,0.5,0.8,0.745,HOLD
NTU,100.0,118.04,113.885,False,False,False,False,44.18604651162791,-3.743506404636861,-3.325086242623293,-0.4184201620135677,0.09438537301971679,-19.354838709677423,-29.078014184397162,3.092783505154628,-49.494949494949495,67.15580395083911,55.120791485248624,-1.1267703760046885,-1.7240898590447957,-56.28140703517588,1048511.85,2.9128845801790413,0.3,0.3,0.9,0.2,0.2,0.36,SELL
NVS,541.0,541.94,599.545,False,False,False,False,50.0,1.5956349026009775,2.157357473950266,-0.5617225713492884,0.3739043588365181,0.0,2.075471698113218,-23.587570621468924,-20.383406646668522,26.292751110644865,52.4338410445156,-0.3274154854942944,-0.386876128201376,-34.56791128880191,156952.75,14.561649923304945,0.3,0.3,0.9,0.2,0.5,0.40499999999999997,HOLD
NWL,3050.0,2876.48,2769.814789657593,True,True,False,False,62.42236024844721,55.92495878158843,52.665671703016265,3.2592870785721644,0.7656612792757173,8.92857142857142,9.31899641577061,15.158876717927772,17.1481887829259,31.5954076146569,9900.887319144636,0.9917102422841244,43.83009921852819,-99.09500002910974,16532.4,0.0,0.8,0.9,0.7,0.5,0.2,0.6749999999999999,HOLD
NY1,4646.0,4847.36,4815.547160644532,False,False,False,False,47.70206022187005,-56.00613825401615,-64.97433905098873,8.968200796972582,0.34089494787555474,-2.742306887167678,-11.403508771929827,-3.6623172154737538,24.339734025575545,19.046675996532244,28.3234383244228,0.58580439870323,0.7927297699062189,-18.726790450928384,399606.8,0.1907099678984442,0.8,0.3,0.9,0.5,0.8,0.645,SELL
OAO,15.0,24.82,22.125400000214576,False,False,False,False,0.0,-2.4275074860640053,-1.0868906422548656,-1.3406168438091397,-0.03929293005450769,-40.0,-16.666666666666664,0.0,-45.833319845019616,107.73250059677157,9903.502583521706,1.0119883572377593,34.26487584249646,-99.43749997764826,9389.1,0.9353399154338541,0.3,0.3,0.8,0.8,0.2,0.43499999999999994,SELL
OAS,2870.0,2613.8479999923707,2131.0574830913542,True,True,False,False,100.0,62.276235246668875,71.78450410648307,-9.508268859814194,0.7521949216253424,2.573266619013581,18.840579710144922,33.526414627350576,14320.257388061646,43.106247405485,27618.222399969243,2.8400941866339022,100.44413137651215,-99.13719186786244,894.3,5.2599798725259985,1.0,0.9,0.4,1.0,0.2,0.765,BUY
OCE,5320.0,5487.0,5347.372084960937,False,False,False,False,43.953804347826086,-14.032022638591116,14.203717751211164,-28.23574038980228,-0.02734109270352272,-4.710728998746195,-2.259783207789823,-1.26890859941593,-8.007498977519612,32.93971376603834,31.716526551783993,-0.29642810152067095,-0.41265150275407747,-18.533459026113277,16031.55,0.4648957836266612,0.5,0.3,0.9,0.2,0.8,0.51,HOLD
OCT,1682.0,1602.22,1365.6745300292969,True,True,False,False,47.77777777777777,15.900287219919619,21.240759574434186,-5.340472354514567,0.5471300646482656,-1.3489736070381286,18.200983836964156,28.75599653659071,64.11874818061973,14.150798797130035,26.60685267787129,1.6717417443312368,2.3987227760803944,-7.7986866220087085,226419.85,0.15806034674080033,1.0,0.9,0.9,0.8,1.0,0.93,BUY
OMN,9727.0,9277.46,8199.082060546874,True,True,False,False,66.04068857589985,110.92853057920729,95.5996003371472,15.328930242060096,0.8722834008120458,4.143468950749463,13.104651162790692,26.32467532467533,36.19344013326666,17.654913618595987,19.61364030539631,1.229297811304607,1.8507363622744841,-13.687156166621254,404069.9,1.4767073716700996,0.9,0.9,0.7,0.8,0.8,0.84,BUY
OMU,1279.0,1386.36361328125,1405.4326361083984,False,False,False,False,31.42857142857143,-28.271546964140043,-24.395096100837513,-3.87645086330253,0.007216866602821396,-4.836309523809524,-20.378690246124187,-3.578420627080836,9.671733253279502,18.25277397365029,24.795375907188447,0.15285328479332394,0.225015015515278,-23.88373709500817,15169265.5,0.749692593883336,0.7,0.3,0.9,0.5,0.5,0.57,SELL
ORN,33.0,33.64,25.925,False,True,False,False,50.0,-0.3569341821098746,-0.6013493453407048,0.24441516323083023,0.7467350087784781,0.0,-15.384615384615385,64.99999999999999,106.25,53.96349293243713,88.57578113970075,1.2250661288455469,2.2336637426933046,-36.17021276595745,6155189.95,0.4828690948847159,1.0,0.7,0.9,0.8,0.2,0.76,HOLD
OUT,6975.0,7129.856337890625,7261.055593261719,False,False,False,False,33.720930232558146,-52.89582900264668,-32.96740656405091,-19.928422438595767,0.14024365235082298,-3.0980828007779904,-5.723990165062876,-3.037879018766254,-6.9583372033388375,17.449957863323146,22.347796445272497,-0.5836342530459466,-0.9728944686937764,-17.656211599072748,1783046.25,0.730758946942627,0.5,0.3,0.9,0.2,0.8,0.51,HOLD
