symbol,sector,hist_price,fundamental_score,technical_score,risk_score,combined_score,signal,mom_12m,sharpe_1y,max_drawdown_1y,eps_growth_ttm,roe_ttm,net_margin_ttm,revenue_growth_ttm,debt_to_equity,pe_ratio,avg_daily_value
OAS,Miscellaneous,2870.0,63.7023939447389,63.0,41.0,58.95119697236945,BUY,14320.257388061646,2.8400941866339022,-99.13719186786244,-6.796730563393993,6.73850687099971,80.3048358576151,7.236638703959437,0.0005705056989933,14.74656783421204,2566641.0
AGL,Non-energy minerals,84855.0,31.42034032439163,100.0,63.78116194676327,58.46640255154847,BUY,67.6904566674134,1.3150968288969391,-20.587067016093112,-16.88653215790171,-5.88041694294777,-6.26155750995305,-38.04673783909919,0.861251738525733,,72386894216.25
RBX,Industrial services,5000.0,55.50687034520196,62.12637895749401,60.17120105964034,58.42558907177725,BUY,18.505515829976062,0.430933421636695,-21.274112874159172,0.658803706823932,15.8250578852586,4.98694287589276,4.607601641488005,0.390505486205386,8.484960077668603,1390080250.0
BVT,Retail trade,23363.0,53.265616370934424,66.77092801280267,58.599161731371375,58.38391893558229,BUY,-2.916287948789309,-0.3667365223857187,-14.860234151215046,-7.09265905891764,15.722580742494,4.64814922137846,3.0481851949580885,1.11028581587059,12.971017733747791,14578028385.900002
MSP,Finance,2118.0,52.90422045855727,68.29527559055119,56.86520595168466,58.31373409678092,BUY,11.181102362204731,0.15543382930705518,-27.079303675048354,-53.13264491540699,5.32751537670056,59.0125669497762,3.9556119719082266,0.350352710257972,11.274725274725276,4406297366.400001
SRE,Finance,2190.0,71.4686892042565,35.42795264115847,59.054604916142914,58.173651377704374,BUY,-0.2881894353661374,-0.32878292365475703,-18.827798411936033,39.85501566730328,12.5109433576793,64.641747318929,5.700211849444135,0.8507331378299131,7.935273915530111,1777317714.0
ANH,Consumer non-durables,134394.0,49.31158557429672,73.1806691956356,57.78031145333138,58.166055836505315,BUY,10.722676782542372,0.23169262111094854,-21.720671592010433,13.24407422969328,8.11966092380431,11.5836289741996,-5.444742266128758,0.8366308843241249,22.65636170936794,42013459355.399994
SEP,Non-energy minerals,203.0,49.39077023690747,82.79054054054055,43.02697904512203,58.13794308964031,BUY,37.16216216216217,0.8355815870935026,-26.486486486486488,3.83307573415764,6.03570090209327,6.28911176826408,7.241071030442449,0.13302447609253,6.043465317058649,2158691.85
AEL,Technology services,2150.0,55.314709190160904,65.88059932751042,50.557543363848986,57.533043066103374,BUY,-6.477602689958339,-0.3702047196792514,-29.81814843654349,-13.522840795568062,15.3544753275377,6.5688842325825,8.502898715471183,0.312255859375,22.45326612056291,419999382.5
NWL,Distribution services,3050.0,52.181250984490134,84.78704719573147,27.900522907409492,57.106844232446406,BUY,17.1481887829259,0.9917102422841244,-99.09500002910974,16.20176174496645,5.88026901235056,3.94508088838015,-0.7782149419492448,0.0239253598889962,6.881147910838372,50423820.00000001
SSW,Non-energy minerals,5089.0,52.065225367250875,75.0,41.88296820867899,56.90920632536124,BUY,139.65055437001914,1.5735806840565825,-43.75446937448001,30.442066785972667,-12.384887132507,-3.98759995990037,15.649831890055204,1.1107625360522202,,43451788339.4
SLM,Finance,8560.0,60.412404835188276,54.76251739118592,51.24551293142553,56.88406022123502,BUY,-2.9499304352562983,-0.31287392238120576,-20.52923469569645,-28.44182095982842,15.7347178489996,5.52283483117261,23.23476419404145,0.197706101651567,11.33774518255242,37510059956.0
NRP,Finance,14176.0,60.10757224230558,45.95163328023569,64.90894093830553,56.82106429288461,BUY,1.806533120942766,-0.25758825514120487,-13.379955874084537,-18.578181043565365,10.4050281195091,53.9475485056622,12.653378165153676,0.62040122756443,9.99264622694875,20144853707.2
FTH,Transportation,601.0,63.48272419936131,60.63799769756952,33.65283418753627,56.66332824645876,BUY,-7.44800920972194,0.05440284896135592,-25.96697794646196,-9.490373725934308,22.5413566688409,12.0749915823148,4.027705783913632,0.397060344420459,5.013346680013346,4727405.899999999
DLT,Finance,34.0,35.15972102575351,100.0,43.80311051385833,56.340482615648426,BUY,61.904761904761905,0.9002592094881943,-29.166666666666668,20.505809979494195,-3.31128770904798,-7.22780563685146,-5.1178931449948655,1.5499833024239005,,2576900.8
WBO,Industrial services,16792.0,61.55271610762267,57.68998864575137,38.73398752885774,55.8301521533083,BUY,-11.240045416994537,-0.522167705928522,-30.422225323014906,17.407442562183714,23.1770921648884,4.30545393873958,-3.555337971492833,0.0690781582048386,7.152643627296633,3183838764.0
ISA,Technology services,210.0,73.80623434957255,38.16900769409174,37.17028044151961,55.78787557131771,BUY,10.676030776366963,0.34752337012663415,-22.56809338521401,-10.697887970615238,46.2652791681739,19.4459963085279,46.11481948376697,0.0,10.796915167095117,6587689.5
YRK,Industrial services,191.0,70.7886344224755,40.90686274509804,40.021353638766406,55.67064676252044,BUY,-6.372549019607843,0.0017794698972003616,-27.710843373493976,70.6909643128322,10.3995863702763,15.9282007254795,3.4183340697258515,0.186465860309964,2.8321470937129303,11898526.45
TSG,Consumer services,695.0,56.570028024963214,63.728210420817774,41.19520556406843,55.64251825154063,BUY,-15.08715831672891,-0.5670662029942978,-22.92399448772863,-12.489503015497364,22.5437352245863,11.0196912267727,-1.592066957787482,1.3274272283493,6.089156416295908,974075512.5
RLO,Consumer durables,6101.0,56.70096850571511,50.19974666192552,60.83466627531374,55.57734150649796,BUY,-1.2010133522979083,-0.18044447705718836,-15.018846130868466,-8.552459016393444,12.8358955130609,7.3986024061667,-3.911117264294615,0.1587518647439089,11.275836724450103,1607761144.2
HMN,Finance,7005.0,62.535980881439585,37.666097398809214,64.68187343447903,55.50419434725836,BUY,8.664389595236855,0.14015611953991963,-16.553196059102113,,11.854235297122,109.584513692162,63.61732712855896,0.78403666221119,6.839860218129361,1967732520.0
OMU,Finance,1279.0,65.31343655848384,37.91793331331988,56.83423941751989,55.398946156741864,BUY,9.671733253279502,0.15285328479332394,-23.88373709500817,11.388318168476664,14.1414311303222,2.60386988083145,32.87957037921031,0.868186504373275,6.7562582345191045,19401490574.5
WBC,Retail trade,3513.0,79.24505579577853,31.59891519925178,28.0,54.7022024576648,HOLD,-23.604339202992875,-0.8841225157999684,-41.64083087358954,169.0783073929961,34.9102091961981,3.50909087021208,13.333100626234362,0.5341980606841841,15.847982285688463,5177651209.8
BEL,Producer manufacturing,4114.0,46.13942008058804,86.42432873372115,27.87073037904601,54.57115473621957,HOLD,-4.302685065115397,0.9892275315871675,-99.09752843279605,-10.40860735009672,6.76483159879613,3.4435290238715,-4.65444597631496,0.1615444747078609,11.105114019700446,39987462.9
CAA,Distribution services,1436.0,64.92076595375087,47.426295969315056,38.0,54.288271767669954,HOLD,-20.29481612273978,-0.933531498269856,-27.780710897743887,15.299798792756553,20.0489459141559,5.39772720618564,2.306721439578981,0.241683301011698,9.772441714365488,787970679.6
TBS,Consumer non-durables,28613.0,68.68616505878053,33.48250670483965,49.43512709237791,54.274859959317745,HOLD,-8.069973180641387,-0.4637394089685077,-26.670466064094967,27.825855481554168,23.2247509488684,11.8050709467318,-8.682976565362619,0.0210197833254828,11.620300613722392,9945279357.65
CKS,Process industries,1900.0,57.12076416722006,63.082029985476744,32.79574671054478,54.04414042136201,HOLD,-37.67188005809303,1.3996455592120651,-99.44364161849711,27.88326848249028,4.9817897178218,6.17940281676178,6.710437576863569,0.4415398497539919,5.781050325564413,2739610.0
4SI,Commercial services,69.0,59.624049658560686,54.130136986301366,38.744540888987494,53.79997410296825,HOLD,-5.47945205479452,-0.10462159258437549,-20.73170731707317,28.46607669616519,13.9157311811731,4.68724243735726,0.7315735044907655,0.0826710697414335,7.921928817451207,5622823.8
REM,Finance,18700.0,44.126216969078,54.78550751554508,75.92580722082849,53.683922183368225,HOLD,17.142030062180314,0.4938172684023738,-8.707524744846976,-33.33564344237048,4.00152977660273,9.21236481959996,1.634082287715203,0.0428525984462898,21.48475852748548,22794494030.0
RNI,Finance,57142.0,36.58222454583595,72.16895291398166,68.61872439283253,53.66554302567898,HOLD,18.675811655926644,0.4682270327360443,-16.13220918044291,-88.8029943638065,1.78685681959356,10.3054781803222,206.79703289398864,0.0,44.29699768334965,12685661140.8
RMH,Finance,48.0,25.0,91.76829268292683,67.97090877574217,53.62466956002648,HOLD,17.07317073170731,0.4142423979785144,-13.636363636363635,-102.00222469410458,-30.9930423782416,-1884.61538461538,-35.0,0.0,,100652436.0
AFE,Process industries,11404.0,33.956451294667936,83.68042932860298,57.70839357025756,53.62403315996637,HOLD,12.721717314411919,0.2256994641881301,-22.03824496404545,,2.98878136507665,1.08442345337601,-4.2115602119173765,0.387612474884249,36.49531199482703,2403550945.4
CAT,Consumer services,1245.0,49.49427631654609,57.616313774001796,57.948908681411545,53.62181402675589,HOLD,8.465255096007173,0.16240905678429557,-16.494509079047514,-18.60396767083028,7.3138146833377,8.78575762376001,1.5714200278261228,0.0028671618585272,7.492327134861889,55103575.5
SHG,Process industries,822.0,49.251187137588474,54.19785609030566,63.06875362405795,53.498701120697525,HOLD,22.791424361222635,0.5890628020048286,-17.829831370282083,12.854308390022675,8.10159609130986,4.93510720227561,-7.447934067605949,0.748442889537144,10.473439658420194,34495928.699999996
CPP,Finance,1150.0,46.73623100120744,61.63742233655372,57.30407313900788,53.32015682937141,HOLD,4.549689346214869,0.1086727615839904,-13.397105629250369,-60.65333760351376,10.989971016203,51.4435593338519,-12.929471167795734,1.3740841773613202,6.686046511627907,7421237.5
SNT,Finance,38300.0,61.67721020490075,35.22807140278803,58.04069125911615,53.01516477511002,HOLD,-9.087714388847889,-0.8299423950736541,-15.186105635027253,10.698633435675148,29.2193067703272,6.63267807245453,6.78800146578952,0.3362796570745,10.4398756808053,2747676470.0
FBR,Transportation,4948.0,67.85843445540942,31.727030156677984,46.897404512963476,52.8268071773008,HOLD,-15.091879373288075,-0.6752162905863771,-24.58207872871967,17.144648829431436,51.4418534491625,6.61546627916615,4.999003806274762,1.18642973204282,8.887976874486993,276719621.40000004
PHP,Finance,2015.0,72.21526139708007,31.578092711286338,35.779143217415964,52.736887155409136,HOLD,-15.687629154854655,-0.3517380652153364,-28.03388827614819,102.19989669306064,6.0559796437659,45.945945945946,34.5610541131436,1.29522317932655,13.64946126548951,125123137.75
KRO,Technology services,75435.0,68.36196203954648,40.08566111047851,29.485879727968026,52.103855298510396,HOLD,-9.657355558085944,-0.042843356002664694,-31.378340622076056,-3.5574978670450035,30.0118234311867,18.0627942682666,7.657826408162409,0.348623995773314,25.448247512370184,83895035.25
SAC,Finance,339.0,44.624565705811456,59.64538510517561,59.345188078420584,52.07493600014253,HOLD,16.581540420702456,0.36209900653504856,-20.351752299126755,-15.926791277258554,4.96561035825412,19.2993129727632,-1.7085042465401428,0.77821080568576,15.794349235757297,727311821.4
MPT,Process industries,2170.0,54.075693483285846,61.41879338116303,32.00198010081048,51.86388077615393,HOLD,-16.324826475347876,-0.499834991599127,-31.935061657334312,-3.879259866494901,8.83380650797117,3.47842288564344,4.995222223058229,0.603440639228957,6.545642837562061,118015450.0
CLH,Consumer services,425.0,58.18419456570749,36.42489034454951,55.15463806389019,51.050491998996634,HOLD,3.699561378198024,0.012886505324182724,-21.118358536790442,5.926336194959854,17.0816947391853,9.79344749544808,8.430415221756743,1.33139823694336,10.9281045751634,121832497.5
ITE,Retail trade,797.0,64.6665943110305,32.25437735302846,45.0,51.00961036142378,HOLD,-20.982490587886172,-0.960769449876329,-28.10118787325109,-7.759859492256103,18.2552290177389,15.6793632745878,-2.7961980548187446,0.126074498567335,7.123074259996539,399138636.09999996
SOL,Process industries,22472.0,31.149444759871855,80.0,56.726988025686225,50.92011998507317,HOLD,237.01259748050393,1.9772490021405191,-27.125187111006067,,1.60849133799359,0.965590802827802,-4.425358719646799,0.729854593522802,60.50105172320803,83092315514.0
BCF,Producer manufacturing,1330.0,67.15572454881219,39.02957227609829,27.892934943971703,50.865320946029925,HOLD,6.118289104393182,0.9910779119976421,-99.06272526385976,13.464385102729576,15.0018306636156,13.3281694249866,10.993507944137178,0.0075409836065573,6.940458174607317,6894321.0
KAL,Commercial services,4470.0,47.22651048333355,45.80408663872214,66.25723336258037,50.60592790579949,HOLD,13.216346554888547,0.2714361135483642,-17.620905227647718,1.9484466054127485,12.1356530915838,1.983294919528,-6.5780032173105365,0.635630456333344,7.804390517604153,177949582.5
MTH,Distribution services,10100.0,53.99672105905974,39.89507155712205,57.20213063604709,50.40730812387591,HOLD,9.58028622848821,0.18351088633725718,-25.906076711840818,10.366497375028535,14.0044566784638,2.34121627544133,1.1651828468059446,0.7834696961801031,6.522539990305381,5796515240.0
LSK,Technology services,7960.0,50.58751501258224,56.76829268292683,40.36573955427026,50.39739322202322,HOLD,-2.9268292682926855,0.030478296189188937,-27.108835967059868,61.03484594144838,-10.2883457288961,-3.99900242268743,1.6675534565357353,0.9127550174158232,,34529286.0
SHC,Finance,2857.0,63.82530416276168,31.476151698756336,45.0,50.35549759100774,HOLD,-16.095393204974652,-1.0250512697219267,-26.269588083900008,28.0539239467255,8.91918463656027,144.642857142857,-0.4795591981252826,0.306863588083557,7.027691518232651,383679672.2
PPH,Retail trade,2188.0,64.56203484592893,30.22273877436225,45.0,50.34783905527314,HOLD,-21.109044902551,-1.022504910735176,-25.816015547128885,226.7569310122501,9.26129737010694,5.91357247744913,11.985529035895508,0.42547168319337,14.292291502236257,25031613688.6
ARI,Non-energy minerals,20500.0,45.60967527628043,58.85323426592315,48.55942166035737,50.172692249988636,HOLD,33.412937063692596,0.7132851383631141,-23.468677208292508,-60.349756080274986,2.25675143344859,9.33246452360266,22.13281457246441,0.018025040190968,30.806583749162137,9016225950.0
SDL,Non-energy minerals,1841.0,41.881548525185096,70.0,38.61467823381702,49.66370990935595,HOLD,427.50716332378227,1.8845565194847513,-49.36708860759494,34.40774262592547,-18.1440540991659,,,0.0,,16538807.600000001
PIK,Retail trade,2250.0,49.36593149472766,61.64661654135338,31.47745168025008,49.472441045819856,HOLD,-15.413533834586469,-0.5435456933124934,-44.24969249692497,90.84748015016112,-6.4155520847373,-0.325268873392749,6.138919014393971,1.9795540943183,,7380981112.5
SRI,Finance,1772.0,59.160607747824244,41.3172746409662,37.248780390001855,49.42524234420235,HOLD,-4.730901436135215,-0.22926830083317887,-25.049573125837636,-16.765102766912804,5.52714968120572,53.0262281756155,-9.690133898887892,0.8037331246260381,16.11291350443196,43176640.6
MST,Electronic technology,1400.0,30.732736871026773,79.42573672955223,50.43693219881945,49.28147589414294,HOLD,7.702946918208942,0.2030776832349538,-13.333333333333334,,4.58760605806831,1.01210783263694,-10.651449551181363,0.08513013706834,10.601241859760714,3794490.0
TRU,Retail trade,5079.0,64.00197708803654,34.17816299621092,35.0,49.254437442881546,HOLD,-33.287348015156304,-1.4636376721697248,-35.756727533398205,-25.073639915840097,25.890956215866,12.85090742017,1.9437939110070257,0.5199926463829401,6.726037655113394,10481257780.05
MRF,Non-energy minerals,124.0,28.599483565351242,82.48502798333067,50.22334393957124,49.089918965589064,HOLD,7.940111933322691,0.1852786616309363,-24.599189950193484,-78.65168539325843,2.97215516997896,2.44371903640814,-30.8947325161172,0.0010008883599417,21.57894736842105,225519686.6
LAB,Commercial services,3.0,73.41371254765586,25.0,23.660680922985165,48.93899245842496,HOLD,-50.0,0.6383900769154303,-66.66666666666666,,177.698680154087,48.8257637898616,601.5603904296054,0.0799897038274446,0.2304147465437787,56751927.0
BYI,Technology services,7785.0,64.68019160056417,46.566886023431195,13.0,48.910161607311444,HOLD,-35.732455906275206,-1.020841597435511,-54.64060722706334,-13.327187228930828,57.2461948058472,23.250605271987,-6.822399654537962,0.0244082840236686,17.123887593954677,3069077046.75
TEX,Finance,261.0,70.02562266537757,31.22999913012559,22.13013263445459,48.807837598617375,HOLD,-25.080003479497638,-0.07248894712878419,-38.095238095238095,128.2414307004471,5.48550130564604,34.4965512665018,-7.032719969566008,0.473550087169643,8.521057786483839,2433903.3
CLS,Retail trade,24896.0,65.13110332992716,28.966627760212916,35.0,48.255539993027455,HOLD,-34.13348895914833,-2.120532185162375,-36.95609982922085,12.090388307916909,53.372207784717,6.26093375845421,6.304409476501012,0.724637997598881,17.46418256979444,28746363078.399998
QLT,Finance,3993.0,47.2681643748398,37.971706976843876,64.04532887392878,47.834660055258816,HOLD,9.886827907375494,0.08711073949406448,-11.460985762118483,,8.3073727933541,1.28150363092695,62.22550730997513,0.184856753069577,20.647475556537596,6588779422.5
SOLBE1,Process industries,10000.0,31.149444759871855,83.0,35.55218634154964,47.585159648245856,HOLD,100.0,1.0460155284624706,-41.17647058823529,,1.60849133799359,0.965590802827802,-4.425358719646799,0.729854593522802,26.96726174424249,2814500.0
EPE,Finance,608.0,51.85280845689479,37.54626334519573,50.91638302294599,47.37355983659532,HOLD,8.185053380782925,0.24303191857883302,-27.757575757575758,-27.264344262295083,9.13209663669226,50.9723649538483,,0.0,8.606846034652769,46675460.800000004
MRP,Retail trade,15250.0,67.45418290513402,25.632289701484577,28.0,47.016778363012385,HOLD,-39.47084119406169,-1.7017702350582866,-41.18947239163358,10.198242387083589,29.0069212224901,8.98318963441068,6.930030130565785,0.6464548043771551,10.82943391919653,15756635500.0
ISB,Non-energy minerals,70.0,27.98559839245722,89.42307692307692,27.9435642081312,46.40843511477792,HOLD,7.692307692307687,0.9952970173442666,-99.18518515280735,-432.8660436137072,-18.2156482452013,-2.18083015616449,-4.474981017463933,1.15513400194301,,1665380.5
GPL,Consumer services,210.0,43.71905301624502,66.66058394160584,20.660042181844,45.98971012697306,HOLD,-23.357664233576646,-0.19499648484633367,-40.96774193548387,,4.64901983565771,15728.313253012,-99.96227714256172,0.0016285228114984,17.100977198697066,16270485.0
APN,Health technology,14045.0,27.817528125718653,71.69866178214062,51.833775745695895,45.785117746640694,HOLD,16.794647128562488,0.31948131214132475,-27.675943146945574,-144.6889971136393,-3.13528671926246,-6.7695745952548,-15.47281713344316,0.406267342483999,,20273693454.0
BAT,Finance,230.0,15.307196298232862,83.4126213592233,65.14138958107185,45.70566247309779,HOLD,11.650485436893199,0.17844913175598734,-13.777777777777779,-102.06043956043956,-0.188903946449838,-2.78113663845224,-33.360193392425465,0.217510701881916,,167288384.0
NED,Finance,25585.0,36.87191054598917,50.1753174341612,60.7962053708428,45.6477915774115,HOLD,-1.2987302633551856,-0.18364955242976652,-19.784084004647664,-53.367623726905165,7.01260166550393,9.60113167853559,0.8901731267101018,0.93393274969109,15.566408750846,38701083729.0
EMN,Commercial services,210.0,49.99500565154199,49.68347352320027,27.851023383801067,45.47274955949129,HOLD,-23.26610590719892,0.9875852819834222,-99.1946827305898,-5.03274087932646,6.30292473934901,7.32978010563684,-0.6387641106775669,0.140467836870851,4.137115839243498,179630451.0
CHP,Retail trade,165.0,49.07996097140149,50.0,27.56955105243845,45.05389069618843,HOLD,71.88831894484926,0.9641292543698706,-79.6215525962288,-33.80162938164305,31.5086782376502,1.23936561285579,0.3339499643060336,2.72599531615925,27.027027027027025,3114771.0000000005
CGR,Finance,428.0,46.32402969639575,44.199829285163204,42.793487382886795,44.98066111032419,SELL,-17.20068285934717,-0.4338760514261004,-26.842105263157894,-27.52508361204013,10.2680035222542,17.9466050167536,-25.458538569500007,0.836127431944843,2.814951545916013,22682951.400000002
PWR,Technology services,5400.0,55.41061769420797,53.15585450454673,6.294207153365832,44.910906629141174,SELL,-49.376581981813075,-0.8088160705528473,-57.80444361113716,90.13354431422968,-6.42874481010028,-7.00467748455275,29.513728929429018,0.597834356296221,,12085470.000000002
OCE,Consumer non-durables,5320.0,43.326503803063396,40.498125255620096,52.44286278175195,44.30126203456812,SELL,-8.007498977519612,-0.29642810152067095,-18.533459026113277,-38.84256134468419,8.81449028967501,6.74337168584292,-0.655998409700825,0.433903576982893,9.612303748798462,85287846.0
MHB,Finance,580.0,25.0,83.0,32.887755763708554,43.97755115274171,SELL,50.71215295474227,1.4073129803090458,-99.15040000915528,-133.47168179853003,-3.64373355590204,-108.260815942734,-51.9210909315399,0.0,,1401309.0
WHL,Retail trade,5065.0,44.52379498984837,32.51108125124876,55.79883026986167,43.17498792427115,SELL,-11.955674995004962,-0.6000974775115279,-18.37884197592013,-41.6175308491885,15.6451466448742,2.11139023344158,3.869407496977025,1.9796096708418305,26.253318756832734,16630561047.25
RCL,Consumer non-durables,858.0,50.73947664847037,33.09142978362325,37.9200585580916,42.88117897094048,SELL,-9.634280865507005,-0.17332845349236697,-27.7843414371237,-38.74732443176027,10.3743296881517,4.16563280056026,34.950217489912355,0.220434872668174,7.438222813878027,38885117.7
UPL,Finance,1525.0,35.620928335558744,55.0,41.0,42.510464167779375,SELL,7249.3975903614455,2.451551260131628,-99.28523808433896,62.95230894838593,-0.909471499738829,-10662.2831175984,-99.74003823283728,0.0516960310129389,,3915513.7500000005
CSB,Retail trade,12550.0,49.06847418599409,31.357375232282397,41.34712526650762,42.21087471598329,SELL,-16.570499070870415,-0.5544062277910319,-22.31100999051349,5.059790651701889,10.9356597437035,1.74361916471943,1.6765138102121615,0.8537889839285321,13.052016821411312,172149605.0
TGA,Utilities,12923.0,26.100784714601655,62.96258172852569,49.94814647961501,41.928796171781535,SELL,49.85032691410276,0.8290122066345844,-27.822369282718228,-311.8267931683059,-34.0854421245069,-23.9366194803879,-16.749170276199585,0.0053709717711716,,9739393104.0
KP2,Non-energy minerals,73.0,36.119889164202164,63.3125,23.234302483683088,41.700555078837695,SELL,-8.750000000000002,0.019525206973590708,-40.229885057471265,5.599445821010831,-0.513983647292495,,,0.0,,69540442.4
NVS,Commercial services,541.0,49.44233597440686,37.40414833833287,26.071014174068466,41.15661532351699,SELL,-20.383406646668522,-0.3274154854942944,-34.56791128880191,-26.37637637637637,10.7180851237943,5.78754651268843,5.325896904063807,0.244745693766662,7.35554044867437,84911437.75
ORN,Non-energy minerals,33.0,15.939447364204337,83.0,37.70079354614656,40.40988239133148,SELL,106.25,1.2250661288455469,-36.17021276595745,-78.59546673898427,-10.8261071327831,,,0.335737459010675,,203121268.35
MCZ,Energy minerals,350.0,16.657887457981296,80.0,37.91502944055274,39.9119496171012,SELL,141.3793103448276,1.242919120046062,-42.173913043478265,-62.13250700662809,-39.7170649139184,-228.260273876973,-23.4780141328148,0.131034017148423,,5431895.0
ACL,Non-energy minerals,129.0,26.429544602202704,70.54347826086956,27.404846582811963,39.85878509592462,SELL,12.173913043478258,0.36707054856766347,-36.7816091954023,48.41560722330393,-392.698826597132,-9.32767644235236,-16.33588972950565,,,38675302.949999996
LBR,Consumer non-durables,425.0,36.83928470836346,44.036915459154045,39.98215369658736,39.627147731245415,SELL,34.147661836616194,0.5818461413822802,-23.428567307332145,,1.63924736560602,0.643336244857418,4.71723120825095,0.411853620525546,41.46341463414634,123862340.0
TFG,Retail trade,5807.0,54.94475775184702,25.0,21.0,39.17237887592351,SELL,-57.45620750355654,-2.2915182448079277,-57.96722692758455,-1.6483637162310578,11.858100328449,4.5466655926837,10.458415462111258,1.03671252428339,6.578903292801394,14636399776.75
KAP,Transportation,244.0,30.246600888055436,65.43233082706766,15.214695459315665,37.79593878401115,SELL,-8.270676691729328,-0.06544204505702793,-47.31182795698925,-87.1060924369748,0.976403580146461,0.432514073870658,-0.8744768450780904,0.792097689974333,48.87983706720978,1422232104.3999999
ENX,Distribution services,400.0,29.868783505832653,57.77791701475912,24.27424630670747,37.12261611868555,SELL,-10.888331940963525,0.10618719222562265,-34.55336303228043,,-0.172299433895323,,,0.0034286832824854,,22280080.0
GML,Non-energy minerals,82.0,43.824367193527706,37.59803921568628,14.937762236908044,36.17914780885135,SELL,-19.6078431372549,-0.0885198135909963,-55.0561797752809,61.5292901995072,-10.2510630256582,-25.7246123684006,-38.45288443004857,0.315749031335481,,4480553.8
APF,Finance,50.0,36.92442550552405,37.5,30.90326597792763,35.89286594834755,SELL,0.0,0.07527216482730283,-40.0,-0.2501443140273172,-22.8092329507012,-117.99419443507,5.612942633440561,0.973818304242121,,28760882.5
ZED,Finance,130.0,10.0,66.57407407407408,47.402981292112734,34.452818480644765,STRONG SELL,-3.703703703703709,-0.04975155899060566,-17.857142857142858,-164.67181467181467,-1.07079119571684,-180.0,-70.58823529411765,,,21122731.5
LHC,Health services,1110.0,34.001456810781484,31.252828973239552,38.0,33.97657709736261,STRONG SELL,-24.98868410704179,-0.9613869236282176,-29.35109149934309,-19.914488739009997,-12.1090483358421,-5.76800509878904,-1.626239272698773,0.347279599191351,4.195804195804196,3205863205.5
BRN,Process industries,477.0,29.86376094076614,44.62340833439476,27.898623133827623,33.898627597467026,STRONG SELL,8.493633337579043,0.9915519278189686,-99.01467507497844,,1.4011626546948,10.6408434363942,-81.42400849114294,0.39674361643098,29.37192118226601,7920370.35
MKR,Process industries,2757.0,25.787255117792824,57.74418313735301,17.044726552271044,33.62582781055652,STRONG SELL,-31.023267450587944,0.08706054602258691,-61.68582375478927,-72.65496003145066,0.849490382404782,1.23025187700811,-7.329267665090803,0.598381942048655,105.77435064935062,393097057.65000004
NTU,Commercial services,100.0,44.70121776504298,30.126262626262626,6.0,32.58848767040028,STRONG SELL,-49.494949494949495,-1.1267703760046885,-56.28140703517588,76.45141260478113,-7.40740740740741,-5.24605385329619,-30.08763388510224,2.9878223495702003,,104851185.0
MNP,Process industries,16783.0,37.77336545164667,24.915378773232895,28.0,31.961296357793202,STRONG SELL,-42.33848490706842,-1.836679866217119,-44.5553147051787,-28.587477025980828,3.40977324476118,2.11575234832556,-1.3447517008764984,0.609689020520415,23.61723786901934,11918363535.0
GCT,Miscellaneous,1514.0,25.90550293009379,48.0,22.400941493939396,31.832939763834773,STRONG SELL,,-0.04992154217171696,-37.794974194699854,-174.89191638710517,,-42.3304906806215,-21.63965960917827,1.02599187152729,,6869018.0
HUG,Communications,149.0,18.44897639365026,61.6025641025641,18.935932105919946,31.49244384877835,STRONG SELL,-23.589743589743595,0.2446610088266621,-69.23076923076923,-280.2371541501976,-3.60899243513733,-96.4793022733831,-60.25475089986598,0.186163546595853,,58089654.050000004
SOH,Producer manufacturing,95.0,30.576527805157653,28.879310344827587,36.638091572071815,31.279675320441466,STRONG SELL,-34.48275862068966,1.7198409643393182,-99.47428570474897,-145.11097780443913,-2.14896166808262,-0.61056243438492,-2.558314317089697,0.34066486396936,,2218036.25
HLM,Non-energy minerals,175.0,34.47161926973471,32.03125,20.76005285932354,30.997195206732062,STRONG SELL,-21.875,-0.18666226172303838,-40.67796610169492,-164.7273711270464,-1.81884462084067,-0.51963303359751,-4.299678571955049,0.480051531623772,,57684576.25000001
AFT,Non-energy minerals,3180.0,33.77071298014455,33.237607561969924,20.0,30.85663875866325,STRONG SELL,-37.049569752120306,-1.1036895000701483,-41.20436688011392,-113.42746119260268,-2.18100035940648,-1.03920865623396,29.9813413043274,0.614520522740066,,1663768527.0
BLU,Distribution services,842.0,29.571969720390342,36.24274034998876,22.301783891277164,30.119163743447235,STRONG SELL,-5.0290386000449665,-0.0581846757269029,-51.033526570013684,-559.5690388432095,-76.7878985937209,-18.859523817541,8.279295311095499,1.97058728307231,,981535650.6
ACT,Retail trade,120.0,23.207998260898325,49.4873417721519,17.661785464341758,29.982558754963087,STRONG SELL,-24.0506329113924,0.13848212202847984,-60.0,-621.9333333333334,-25.6745667255897,-9.0498388727735,-17.64536934463024,0.390844152568027,,7091394.0
SPG,Transportation,1633.0,28.680695197745436,43.95981856283834,9.276069558530473,29.383507079430316,STRONG SELL,-46.16072574864663,-0.5603275367891272,-59.11775868237711,,7.04260842472872,2.22730344110555,-21.387218173059143,0.703503940155201,1.5522797917580426,927256918.5999999
MTA,Producer manufacturing,496.0,38.82180872749268,27.261904761904763,8.84509205482501,29.358494203282774,STRONG SELL,-40.95238095238095,-0.5962423287645826,-53.125,-110.8861449064827,-14.3890457524065,-1.97574751899666,51.17990512566276,2.5027961461262,,35950824.0
