Symbol,Description,Price,Price - Currency,Price change % 1 day,Volume 1 day,Relative volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating
RMH,RMB Holdings Limited,48,ZAC,-2.0408163265306123,18067887,11.736880082868037,682537295,ZAR,,-0.1816,ZAR,-102.00222469410458,0,Finance,No rating
NWL,Nu-World Holdings Limited,3050,ZAC,0,117452,5.5091089889116125,630151113,ZAR,6.881147910838372,4.4324,ZAR,16.20176174496645,4.86885245901639,Distribution services,No rating
FGL,Finbond Group Limited,114,ZAC,0.8849557522123894,55298,1.0463613502144835,582763702,ZAR,5.737292400603926,0.1987,ZAR,913.7755102040816,13.3390265486726,Finance,No rating
HLM,Hulamin Limited,174,ZAC,-1.1363636363636365,71411,0.3786048070102144,570800471,ZAR,,-0.4784,ZAR,-164.7273711270464,0,Non-energy minerals,Strong buy
PBT,PBT Holdings Limited,660,ZAC,0,500,0.05454228117636806,570772395,ZAR,9.337860780984721,0.7068,ZAR,13.214800576645846,9.84848484848485,Technology services,No rating
AEG,Aveng Limited,440,ZAC,0.6864988558352403,10500,0.22527306313438683,543090627,ZAR,,-5.4221,ZAR,-694.0978324545988,0,Industrial services,Strong sell
SEP,Sephaku Holdings Limited,203,ZAC,1.5,600,0.033845338086723034,508972870,ZAR,6.043465317058649,0.3359,ZAR,3.83307573415764,0,Non-energy minerals,No rating
NRL,Newpark REIT Ltd.,480,ZAC,0,2400,1.5247776365946633,480000019,ZAR,9.667673716012084,0.4965,ZAR,,15.4933333333333,Finance,No rating
CGR,Calgro M3 Holdings Limited,427,ZAC,0.4705882352941176,73634,1.1854062729908512,402609291,ZAR,2.814951545916013,1.5169,ZAR,-27.525083612040135,2.03223529411765,Finance,Strong buy
4SI,4Sight Holdings Limited,69,ZAC,-2.8169014084507045,22078,0.2385665691278997,377205213,ZAR,7.921928817451207,0.0871,ZAR,28.46607669616519,0,Commercial services,No rating
ANI,Afine Investments Limited,480,ZAC,-4,7500,91.46341463414635,348175584,ZAR,4.786597526924612,1.0028,ZAR,4.252001247530922,9.33333333333333,Finance,No rating
ISA,ISA Holdings Limited,210,ZAC,-1.8691588785046727,69171,1.2984153442430932,333832735,ZAR,10.796915167095117,0.1945,ZAR,-10.697887970615238,12.196261682243,Technology services,No rating
VUN,Vunani Limited,204,ZAC,2,12457,3.4112878933099653,328195608,ZAR,,-0.0439,ZAR,-84.45378151260503,17.156862745098,Finance,No rating
MHB,Mahube Infrastructure Ltd.,580,ZAC,-3.3333333333333335,635,0.0166115998671072,319875816,ZAR,,-0.3871,ZAR,-133.47168179853003,6.03448275862069,Finance,No rating
GRSP,Goldrush Holdings Limited Non-Cum Pref Registered Shs,615,ZAC,-1.1254019292604502,23001,0.5776083533604044,306045491,ZAR,,,,,0,Finance,No rating
CKS,Crookes Brothers Limited,1900,ZAC,-1.2987012987012987,25,0.0062411064233467315,290022033,ZAR,5.781050325564413,3.2866,ZAR,27.88326848249028,7.89473684210526,Process industries,No rating
AME,African Media Entertainment Limited,4011,ZAC,0.24993751562109473,750,1.0206859009254219,277945352,ZAR,4.768131619928436,8.4121,ZAR,0.7944115603057827,11.2191473448018,Consumer services,No rating
CCC,Cilo Cybin Holdings Limited,90,ZAC,9.75609756097561,605,0.127373784159333,259279898.39999998,ZAR,,-2.878,ZAR,,0,Finance,No rating
PPR,Putprop Limited,580,ZAC,0,16000,2.55922199651306,245949775,ZAR,4.663504060464742,1.2437,ZAR,58.95961145194275,4.39655172413793,Finance,No rating
DLT,Delta Property Fund Limited,34,ZAC,0,172,0.0017551683073748702,242840728,ZAR,,-0.1163,ZAR,20.505809979494195,0,Finance,No rating
HUG,Huge Group Limited,149,ZAC,0,4000,0.006717327632113461,242743046,ZAR,,-0.3648,ZAR,-280.2371541501976,0,Communications,No rating
TMT,Trematon Capital Investments Limited,110,ZAC,-0.9009009009009009,118927,3.3346698893555926,240888340,ZAR,,-0.2866,ZAR,-527.133479212254,120.909090909091,Finance,No rating
ISB,Insimbi Industrial Holdings Limited,70,ZAC,0,53568,0.7885451336396169,222279455,ZAR,,-0.3421,ZAR,-432.86604361370723,0,Non-energy minerals,No rating
PMV,Primeserv Group Limited,275,ZAC,1.4760147601476015,12500,0.6136655964338664,203865476,ZAR,6.124721603563475,0.449,ZAR,26.47887323943663,5.90405904059041,Commercial services,No rating
SOH,South Ocean Holdings Limited,95,ZAC,0,5300,0.11470719365604291,193112952,ZAR,,-0.0752,ZAR,-145.11097780443913,0,Producer manufacturing,No rating
AOO,African and Overseas Enterprises Limited,2000,ZAC,6.3264221158958,12350,0.31223137988572586,169144303,ZAR,1785.714285714286,0.0112,ZAR,,0,Retail trade,No rating
NCS,Nictus Ltd.,250,ZAC,0,1681,0.23117651103623738,133608751.00000001,ZAR,4.704554008280015,0.5314,ZAR,35.11314518179507,4.8,Distribution services,No rating
TRL,Trellidor Holdings Ltd.,127,ZAC,0.7936507936507936,3500,0.22113969078352952,120916474,ZAR,,-0.7067,ZAR,-259.9230595157275,9.4488188976378,Producer manufacturing,No rating
MTU,Mantengu Limited,37,ZAC,0,20000,0.06901318393359275,119896736,ZAR,0.3114478114478115,1.188,ZAR,822.360248447205,0,Finance,No rating
RHB,RH Bophelo Ltd.,170,ZAC,3.0303030303030303,3000,0.6956683053520082,109975212,ZAR,2.5107074287402154,0.6771,ZAR,-76.11218909860646,0,Finance,No rating
BIK,Brikor Limited,12,ZAC,0,141229,14.139867841409691,96773040,ZAR,,-0.0305,ZAR,-444.6428571428571,0,Non-energy minerals,No rating
SKA,Shuka Minerals PLC,64,ZAC,6.666666666666667,1099,0.32851079093680874,81889955.17910448,ZAR,,,,,0,Non-energy minerals,No rating
RNG,Randgold & Exploration Company Ltd,111,ZAC,1.834862385321101,5000,0.634606353678813,78027843,ZAR,,-0.156,ZAR,7.582938388625596,0,Non-energy minerals,No rating
TLM,TeleMasters Holdings Ltd.,130,ZAC,0,850,1.2109987177660635,73973461,ZAR,102.36220472440945,0.0127,ZAR,202.3809523809524,0.461538461538462,Communications,No rating
LAB,Labat Africa Ltd,3,ZAC,0,1237450,0.07234586638479383,61453768,ZAR,0.23041474654377878,0.1302,ZAR,,0,Commercial services,No rating
XII,Numeral Limited,35,ZAC,9.375,50,0.006026201925974135,39759999,ZAR,500.00000000000006,0.0007,ZAR,-98.95678092399403,0,Health technology,No rating
VIS,Visual International Holdings Ltd.,3,ZAC,-25,2700000,6.771010445412114,34717730,ZAR,2.2388059701492535,0.0134,ZAR,-55.629139072847686,0,Finance,No rating
EUZ,Europa Metals Limited,24,ZAC,-4,43526,4.1909952241565245,25542948,ZAR,,,,,0,Non-energy minerals,No rating
BAC,Africa Bitcoin Corporation Limited,500,ZAC,0,800,0.14836520094211902,,,,,,,,Technology services,No rating
