Symbol,Description,Technical rating 1 day,Moving averages rating 1 day,Oscillators rating 1 day,Relative strength index (14) 1 day,Momentum (10) 1 day,Awesome oscillator 1 day,Commodity channel index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick pattern 1 day
AXX,Araxi Limited,Buy,Strong buy,Sell,69.50365119863397,5,19.78235294117647,56.47382920110454,67.94745484400657,69.2829775588396,
LBR,Libstar Holdings Ltd.,Sell,Strong sell,Neutral,41.04921982645069,-68,-24.529411764705856,-113.08709530323615,7.49849306811332,17.21290156944168,Long Upper Shadow
CLH,City Lodge Hotels Limited,Sell,Strong sell,Neutral,39.006480425930064,-11,-9.791176470599169,-134.41587731168363,24.324324324324333,27.317640220866036,
JBL,Jubilee Metals Group PLC,Sell,Strong sell,Neutral,42.74646691700249,2,-5.900000000000006,-30.62678062678069,42.46031746031746,33.2010582010582,
FTH,Frontier Transport Holdings Limited,Sell,Strong sell,Neutral,49.17660014206676,19,30.7294117647059,26.476275472260742,43.165467625899275,47.72182254196644,
ART,Argent Industrial Limited,Strong buy,Strong buy,Buy,70.20316834527225,201,312.03235294117894,100.05589714924538,80.6391760760423,82.57310151832262,
BWN,Balwin Properties Ltd.,Buy,Strong buy,Neutral,68.75895326917875,60,27.491176470588243,207.4157726331636,86.25723504046744,84.01225149939768,
ZED,Zeder Investments Limited,Sell,Strong sell,Sell,45.90791747211877,-6,-0.2764705882367764,-54.72636815920323,14.28571428571432,14.285714285714306,Marubozu Black
QFH,Quantum Foods Holdings Ltd,Sell,Sell,Neutral,43.500908157842744,-233,23.767647058823513,-57.78517358392034,43.0442942942943,58.96881730215065,Marubozu Black
OAS,Oasis Crescent Property Fund,Buy,Strong buy,Neutral,66.86369347403428,345,392.91176470588243,95.4164381415033,100,95.89490968801313,
SCD,Schroder European Real Estate Investment Trust Plc,Buy,Buy,Neutral,54.98969776082878,1,12.544117647058783,106.28531073448616,97.33333333333333,98,
NVS,Novus Holdings Ltd.,Sell,Strong sell,Sell,47.62931860859002,0,2.4911764705882433,-45.23809523808543,10.000000000000002,19.629629629629637,"Gravestone Doji, Long Upper Shadow"
GML,Gemfields Group Limited,Strong sell,Strong sell,Sell,41.726604332203046,-8,-10.094117647058823,-159.3554162936437,43.859649122807014,39.37621832358675,Marubozu Black
UPL,Universal Partners Ltd.,Sell,Strong sell,Neutral,37.368788078591734,24,-91.1470588235295,-2.742678029186133,69.46156240273888,59.20531175433137,
MMP,Marshall Monteagle PLC,Buy,Strong buy,Neutral,57.30655576547665,71,288.0999999999999,-21.687384289869605,91.68017287952459,97.20652227297285,Marubozu White
ACL,ArcelorMittal South Africa Limited,Neutral,Buy,Neutral,49.45268640912905,-3,-9.252941176486416,-39.97648442092888,52.17391304347826,34.60177219768013,Marubozu White
EMH,eMedia Holdings Limited,Sell,Strong sell,Sell,40.40555645635466,-30,-1.2058823529411882,-100.28334345274226,7.894736842105247,37.71929824561401,Marubozu Black
EMN,eMedia Holdings Limited Class N,Strong sell,Strong sell,Neutral,46.88443341622273,-6,-2.4617647058823593,-68.57785272623657,23.076923076923066,23.93162393162392,
CPR,Copper 360 Limited,Sell,Strong sell,Neutral,28.749029241013815,-17,-11.355882352941151,-229.0909090909092,9.207161125319697,13.26513213981245,
EPS,Eastern Platinum Limited,Sell,Strong sell,Neutral,31.80651699225693,16,-212.9911764705884,-59.178092561576946,4.9042145593869515,4.968071519795637,
BRN,Brimstone Investment Corporation Limited Class N,Sell,Strong sell,Neutral,44.55814412449412,-13,-8.45588235294207,-79.93558776167606,52.18893050353725,63.26718794489344,
TPC,Transpaco Limited,Neutral,Buy,Neutral,50.732653955497234,-15,52.58823529411757,-29.1508238276303,45.88744588744589,42.27994227994231,
SSK,Stefanutti Stocks Holdings Limited,Strong buy,Strong buy,Buy,74.70637370615096,89,82.09117647058827,215.52233764040193,82.87210431405185,86.95779066046425,
DNB,Deneb Investments Limited,Neutral,Buy,Neutral,50.14349458696781,8,3.3911764705882206,-7.479907694756655,62.94444444444445,73.70370370370371,Marubozu White
ACT,AfroCentric Investment Corporation Limited,Buy,Strong buy,Buy,66.37872507387007,45,37.76176470588234,92.16636381990745,76.3888888888889,73.30246913580248,
APF,Accelerate Property Fund Ltd.,Sell,Strong sell,Neutral,13.0408859067917,-10,-9.44411764705901,-184.58874458873586,23.529411764705895,23.161021984551372,"Dragonfly Doji, Long Lower Shadow"
MTA,Metair Investments Limited,Sell,Sell,Neutral,49.364073900808314,1,-1.205882352935646,-51.91909539735874,80.78552175587215,81.68074095466278,
SNV,Santova Limited,Neutral,Buy,Sell,49.5039260002749,-48,12.573529411764753,-41.99893673577364,23.873873873873876,23.273273273273276,
BCF,Bowler Metcalf Limited,Strong sell,Strong sell,Sell,42.64592473788557,0,-34.397058823530415,-80.26526412074153,12.578616352201273,10.482180293501061,
EPE,EPE Capital Partners Ltd. Class A,Sell,Strong sell,Neutral,39.3563223832791,-67,-55.79117647058831,-115.33488492371285,24.289405684754524,26.057473964450697,"Hammer, Long Lower Shadow"
YRK,York Timber Holdings Limited,Sell,Strong sell,Buy,47.749044328904816,6,5.60000000000008,-18.441971383144296,16,42.666666666666686,
GPL,Grand Parade Investments Limited,Buy,Strong buy,Buy,56.75086288975091,2,7.905882352941177,41.11661166116664,42.03703703703704,45.22633744855968,Marubozu White
MST,Mustek Limited,Sell,Strong sell,Neutral,45.62920439848908,-7,-0.4558823529405345,-36.058700209644584,70.39106145251397,78.66940598602002,
NTU,Nutun Limited,Strong sell,Strong sell,Sell,33.09813690289519,-12,-7.8617647058817965,-184.9579640990685,28.412698412698408,35.33333333333334,
TEX,Texton Property Fund Limited,Sell,Strong sell,Neutral,28.222122581174915,-40,-41.608823529411154,-211.96853177760164,1.3685636856368566,1.5537488708220417,
SZK,SAB Zenzele Kabili Holdings (RF) Limited,Buy,Buy,Buy,52.403735956070356,399,96.48529411764684,61.300054854635725,99.16666666666663,98.61111111111109,
ENX,enX Group Limited,Buy,Strong buy,Buy,51.45390591254104,-20,2.920588235294133,11.724608043628608,66.66666666666667,68.70370370370371,Marubozu White
ADR,Adcorp Holdings Limited,Strong buy,Strong buy,Neutral,53.720309454519615,14,38.68235294116687,67.07888326775303,55.87529976019184,50.53171256098569,
RMH,RMB Holdings Limited,Buy,Buy,Neutral,51.03923452539517,0,0.4058823529487512,-45.80152671758109,66.66666666666667,72.22222222222223,"Dragonfly Doji, Long Lower Shadow"
NWL,Nu-World Holdings Limited,Buy,Strong buy,Neutral,60.22108354273435,135,183.60882352941144,94.60745600712808,48.894625162443134,52.59660688918192,
FGL,Finbond Group Limited,Buy,Strong buy,Buy,54.29982776858713,4,1.79705882352998,142.04045734388694,96.49122807017544,86.54970760233918,
HLM,Hulamin Limited,Strong sell,Strong sell,Neutral,30.19520552443238,-16,-6.2941176470578455,-257.4257425742616,0,5.876068376068371,
PBT,PBT Holdings Limited,Sell,Strong sell,Neutral,45.60775329782999,-26,-12.038235294118294,-41.90644828094644,11.561461794019928,17.925433739387227,
AEG,Aveng Limited,Strong sell,Strong sell,Sell,44.26851993122667,-30,-0.3117647060209947,-57.647605764742366,33.333333333333336,46.54088050314465,
SEP,Sephaku Holdings Limited,Buy,Buy,Sell,50.13762606162753,-2,-2,-62.0065472751779,62.29444987509503,62.40318094455543,
NRL,Newpark REIT Ltd.,Buy,Buy,Neutral,53.90369115473515,0,15.514705882352928,47.442090920352264,64.51612903225805,86.27099585353854,
CGR,Calgro M3 Holdings Limited,Sell,Strong sell,Neutral,40.11031289156998,1,-24.53235294117644,-104.36933774613021,36.02642276422764,27.99927540781199,Long Lower Shadow
4SI,4Sight Holdings Limited,Sell,Strong sell,Neutral,49.65987201253286,2,-1.6735294117647044,-52.05479452055119,45.833333333333336,36.26543209876544,
ANI,Afine Investments Limited,Neutral,Neutral,Sell,49.552088033764484,-20,17.09117647058821,-40.154090188077404,89.55223880597016,95.68822553897184,
ISA,ISA Holdings Limited,Strong sell,Strong sell,Sell,44.68811917731221,-25,-14.938235294117646,-117.44513914429311,51.041666666666664,55.20833333333332,Marubozu White
VUN,Vunani Limited,Sell,Strong sell,Neutral,43.024838548362,-16,-19.452941176470574,-96.34864546525402,28.15806878306878,44.108245149911816,
MHB,Mahube Infrastructure Ltd.,Neutral,Sell,Neutral,49.46882815199883,-19,-1.4705882352941444,3.706277507527651,74.50980392156863,73.85620915032682,
GRSP,Goldrush Holdings Limited Non-Cum Pref Registered Shs,Neutral,Buy,Sell,52.36663972389148,5,-7.705882352941217,-5.401563610519256,76.44444444444444,60.59259259259258,"Dragonfly Doji, Long Lower Shadow"
CKS,Crookes Brothers Limited,Neutral,Neutral,Neutral,51.071790387604565,125,60.935294117635976,61.66858900422079,94.91869918699187,98.24274099883856,
AME,African Media Entertainment Limited,Sell,Strong sell,Neutral,45.087267697960854,-671,-257.7911764705882,-74.4512614156662,34.03939056112969,38.37694183585478,
CCC,Cilo Cybin Holdings Limited,Sell,Strong sell,Neutral,37.76454757380331,-10,-60.17058823529412,-47.66061452513992,13.065894678797898,9.996323867291604,Marubozu White
PPR,Putprop Limited,Buy,Strong buy,Neutral,57.984281067413036,65,121.10294117647226,62.78870829769033,81.6,84.26666666666668,Marubozu White
DLT,Delta Property Fund Limited,Buy,Strong buy,Neutral,51.91635446716351,0,-0.3294117647058812,16.72640382317918,55.555555555555564,48.14814814814815,
HUG,Huge Group Limited,Buy,Strong buy,Neutral,56.48778429424211,-1,9.53823529412395,64.39947145142224,76.23456790123456,74.17695473251028,
TMT,Trematon Capital Investments Limited,Sell,Strong sell,Sell,48.23418949134378,-5,2.8529411764709067,-42.526579111944955,4.4444444444444535,11.111111111111157,Marubozu Black
ISB,Insimbi Industrial Holdings Limited,Strong buy,Strong buy,Neutral,54.75260095958059,2,1.2764705882352843,49.23798358733837,85.1851851851852,74.07407407407408,Marubozu White
PMV,Primeserv Group Limited,Buy,Buy,Neutral,49.85585095558738,20,-8.976470588235259,22.394272394271677,50.666666666666664,48.22222222222222,
SOH,South Ocean Holdings Limited,Sell,Strong sell,Buy,39.74355792492203,0,-13.838235294117652,-70.08086253369255,3.030303030303031,21.212121212121215,
AOO,African and Overseas Enterprises Limited,Buy,Strong buy,Neutral,56.73291261903717,335,102.05294117647031,3.932995764466086,21.003780638035774,10.282061084915684,
NCS,Nictus Ltd.,Buy,Strong buy,Neutral,55.49193689314621,33,4.582352941176509,114.22866750735582,72.22222222222223,63.425925925925924,
TRL,Trellidor Holdings Ltd.,Sell,Strong sell,Neutral,43.08683837575566,-2,-1.8852941176470779,-17.641597028783462,45.18518518518518,50.8641975308642,
MTU,Mantengu Limited,Buy,Buy,Neutral,52.70578208126102,3,0.9382352941185985,162.22222222222348,80,81.1111111111111,
RHB,RH Bophelo Ltd.,Sell,Strong sell,Neutral,47.86832739036319,0,-12.111764705882337,-39.269720978296796,73.29545454545455,67.0169645169645,
BIK,Brikor Limited,Sell,Strong sell,Neutral,48.40611199510627,2,0.2588235294117638,-5.899705014748859,62.307692307692314,76.41025641025642,
SKA,Shuka Minerals PLC,Sell,Strong sell,Neutral,35.98515060669929,-16,-11.541176470588226,-174.77978674084517,25.287356321839095,39.6551724137931,
RNG,Randgold & Exploration Company Ltd,Strong buy,Strong buy,Buy,54.76821578311465,11,4.055882352941865,69.85889428637519,81.85805422647529,80.4956506329504,
TLM,TeleMasters Holdings Ltd.,Neutral,Buy,Sell,44.58003759104372,-67,43.87647058823528,-20.775117022154483,57.32087227414329,78.19314641744548,
LAB,Labat Africa Ltd,Sell,Strong sell,Sell,30.624546574663995,-1,-1.0705882352941511,-95.23809523809528,44.44444444444445,36.111111111111086,"Dragonfly Doji, Long Lower Shadow"
XII,Numeral Limited,Buy,Buy,Neutral,56.94766848107525,-4,8.90588235294118,-30.33268101761246,71.42857142857143,73.01587301587303,
VIS,Visual International Holdings Ltd.,Sell,Strong sell,Sell,48.26950517383372,-1,0.5911764705882354,-16.26016260162604,83.33333333333331,77.77777777777776,"Gravestone Doji, Long Upper Shadow"
EUZ,Europa Metals Limited,Sell,Strong sell,Neutral,38.534775726689915,-4,-5.855882352941176,-51.04166666666675,55.55555555555555,58.02469135802469,
BAC,Africa Bitcoin Corporation Limited,Sell,Strong sell,Neutral,40.00391627989121,-499,-194.7294117647059,-147.21906593246504,28.61230329041486,50.43713241138132,
