Symbol,Description,Price,Price - Currency,Price change % 1 day,Performance % 1 week,Performance % 1 month,Performance % 3 months,Performance % 6 months,Performance % Year to date,Performance % 1 year,Performance % 5 years,Performance % 10 years,Performance % All Time,Volatility 1 week,Volatility 1 month
SLM,Sanlam Limited,8549,ZAC,-1.6225546605293442,-2.686397268070575,-3.954611841366139,-16.505518117003614,-10.010526315789473,-13.646464646464647,-2.185354691075515,44.16526138279932,31.523076923076925,1003.0967741935484,2.2778789858479627,2.41204047276
SHP,Shoprite Holdings Limited,29457,ZAC,0.7938408896492728,4.02217670739459,4.398213779415935,10.782248965776608,5.580645161290323,9.00714206416756,8.079251513483765,99.84396200814112,76.07292289300658,4072.3796033994336,2.3549220000020403,1.86809105167238
SSW,Sibanye Stillwater Limited,5132,ZAC,-5.173688100517369,-8.357142857142858,-7.697841726618705,-22.242424242424242,5.013300593411091,-16.74237508111616,151.5686274509804,-19.053627760252365,50.91458259180095,530.1406594197937,5.011384587455876,4.643102671955596
NPH,Northam Platinum Holdings Limited,33915,ZAC,-6.343201148790456,-6.050029086678301,-4.762573362163376,-9.255097126344518,22.25145988032586,-0.8362328586883424,160.18411967779056,45.42686848762918,637.2826086956521,1726.345776932825,4.851382831267909,5.13169952722321
BID,Bid Corporation Limited,41328,ZAC,-0.5079563783432437,-0.412058121882455,0.29607338737077127,-1.1291866028708133,-1.489762353109432,-2.5742574257425743,-12.02316076294278,47.6580085033406,53.06666666666667,53.06666666666667,2.0812961021159975,2.2070533132521786
SOL,Sasol Limited,22435,ZAC,3.755260602136614,6.833333333333333,7.9539986526802045,84.65020576131687,90.14323247732858,110.65727699530517,229.9264705882353,-5.3095851095260205,-50.310077519379846,114.68899521531101,3.641878664037454,5.161836026798464
SOLBE1,BEE - Sasol Limited,10000,ZAC,0,31.57894736842105,33.333333333333336,61.316341345378284,49.25373134328358,56.25,92.67822736030828,-16.666666666666668,-50.46825018006574,-44.5563961692994,8.881784197001252e-16,3.6954591404957813
NED,Nedbank Group,25530,ZAC,-1.3295199814485583,-5.050580184468908,-4.382022471910112,-8.333632544612401,-1.8152449811552958,-3.9864610755923278,-0.2695417789757412,75.3434065934066,48.68957483983692,146.8871237485685,2.480246215083656,2.5023579027200276
INP,Investec plc,13249,ZAC,-1.764662267368577,-2.2863042997271186,-6.028796368536776,-2.1130402659770966,-2.5808823529411766,8.607262890400852,11.890887593953213,140.10511054729974,85.70689097053175,741.1714739699999,2.232975709846254,1.9611663357248281
INPPR,Investec PLC Pref. (Rand),8700,ZAC,0,0,0,0,-2.137232845894263,0,-1.1363636363636365,24.285714285714285,0.8695652173913043,-20.90909090909091,0,0
OUT,OUTsurance Group Limited,6980,ZAC,-1.1191386881994618,-1.8284106891701828,-3.16315205327414,-5.0469323901509995,-5.034013605442177,-3.60447452009391,-6.933333333333334,305.66298365050085,217.47972058713498,821.8031629913811,2.574377198408925,2.309466706261912
REM,Remgro Limited,18600,ZAC,-1.1269402509036786,-2.684037042850416,-7.58223193878565,4.8478015783540025,4.4357102751263335,1.0869565217391304,17.37237331987127,75.35589704911851,-22.344820360272944,817.0103462446631,2.080861125225542,2.4516666902344015
RNI,Reinet Investments S.C.A.,56981,ZAC,-0.5341526000663327,-1.585519611737681,1.049850148078526,4.467952478732766,1.483579112345943,-2.1550243835428256,18.52275563690823,116.02532509383175,90.57190635451505,90.57190635451505,2.51029081888019,2.16802879534124
KIO,Kumba Iron Ore Limited,31346,ZAC,-4.13480946846902,-5.958238329533181,-6.149700598802395,-15.281081081081082,-5.30195462372738,-11.942017585751609,-0.8069364893516028,-53.86970022516225,226.52083333333334,172.57391304347826,3.7051028802142474,2.8151058463954874
NRP,NEPI Rockcastle N.V,14132,ZAC,0.2198425643571378,-0.47186421578984433,-0.4788732394366197,-3.4039644565960354,-2.872852233676976,-3.331281209385047,0.42637862421830586,49.323753169907015,-13.809647374238226,-13.809647374238226,1.960246435190697,2.327312008954548
N91,Ninety One Plc,4816,ZAC,-1.593788312219044,-0.7215007215007215,-2.1535960991466885,-7.651006711409396,-4.614775203010497,-1.493147883002659,25.123408677578592,-0.33112582781456956,-12.436363636363636,-12.436363636363636,1.934887255630843,2.056503949362093
NY1,Ninety One Ltd.,4616,ZAC,-1.3253527148353996,-1.8290089323692047,-3.248794801928317,-12.059439893313012,-8.047808764940239,-3.8132944363409043,22.407849376823123,-1.6826411075612353,-7.68,-7.68,1.7663281596469378,2.3572357610875043
PPH,Pepkor Holdings Ltd.,2173,ZAC,-1.4959202175883952,-4.483516483516484,-6.133909287257019,-16.743295019157088,-20.110294117647058,-18.43093093093093,-20.895522388059703,20.321151716500555,-0.09195402298850575,-0.09195402298850575,2.2232960975097953,2.641359918148134
BVT,Bidvest Group Limited,23200,ZAC,-0.3607627555402852,-4.526748971193416,-1.9027484143763214,-3.11129672165379,-2.928870292887029,-2.311676281106573,-2.924808569396209,32.60931694769934,94.66239080656516,1463.6970454736957,3.648657497637175,2.9616999004332345
MNP,Mondi plc,16704,ZAC,-1.9948368927481812,-4.1432342476758866,-13.167333783854032,-18.750912009338975,-13.271028037383177,-18.30586394092043,-43.782182882913204,-56.24705327675625,-42.524859787358494,125.72972972972973,1.6275010063878117,2.689905816919384
PAN,Pan African Resources PLC,3084,ZAC,-6.743271847596008,-11.885714285714286,-13.734265734265735,1.1147540983606556,43.70922646784716,13.008427995602785,184.50184501845018,711.578947368421,820.5970149253732,2597.6529369777886,6.003567548687892,5.16441574682772
APN,Aspen Pharmacare Holdings Limited,13989,ZAC,-0.7309111552653987,-5.473342793431988,4.598474652310453,17.901390644753477,47.221637549989474,19.77909067557154,13.759453525250061,-13.62948785231377,-55.800947867298575,1795.3138816122998,2.8343905225035835,3.207784857857404
OMU,Old Mutual Ltd.,1282,ZAC,-0.23346303501945526,-5.177514792899408,-5.9427732942039615,-19.371069182389938,-5.735294117647059,-13.95973154362416,10.422049956933678,1.1041009463722398,-55.01754385964912,-55.01754385964912,2.227622047432747,2.1311292224814347
CLS,Clicks Group Limited,24671,ZAC,-0.03646677471636953,-6.549242424242424,-14.927586206896551,-22.62505880508076,-31.211487522654398,-26.355223880597016,-35.07631578947368,-4.003891050583658,133.84834123222748,3414.387464387464,2.754827393180733,2.980407556378806
GRT,Growthpoint Properties Limited,1646,ZAC,-0.6038647342995169,0,-3.742690058479532,-11.027027027027026,-3.4604105571847508,-5.020196191575303,26.615384615384617,12.431693989071038,-30.869382612347753,210.56603773584905,2.257413707461543,2.4789367898268386
SHC,Shaftesbury Capital PLC,2834,ZAC,-0.9090909090909091,-4.8034934497816595,-8.786610878661088,-13.62389515391649,-9.48578728840626,-14.121212121212121,-16.671567186121727,-19.21322690992018,-60.5731775180857,841.5282392026578,1.4383189280836384,2.537190318750708
QLT,Quilter Plc,3987,ZAC,-1.066997518610422,-3.4624697336561745,-2.9927007299270074,2.0998719590268884,-2.1354933726067746,-2.4229074889867843,6.890080428954423,8.696526952125831,25.40986449081968,25.40986449081968,1.399993236154165,2.1972181282606256
PHP,Primary Health Properties PLC,2035,ZAC,-2.3512476007677545,-3.8734057628719887,-4.950957496496964,-11.866608921611087,-8.126410835214447,-6.264394288346384,-16.255144032921812,-59.3,-59.3,-59.3,1.5426238982105633,2.209744305169213
EXX,Exxaro Resources Limited,21007,ZAC,-0.9103773584905661,-4.513636363636364,-7.27023925134634,10.621379673512376,16.060773480662984,15.423076923076923,40.9771156298235,31.93694259515136,193.23003908431045,1871.377627627628,2.232922942314282,2.757509907336986
MTM,Momentum Group Limited,3651,ZAC,-1.8020441097364175,-4.921875,-3.9210526315789473,-4.748238977302374,-0.1094391244870041,-1.3776337115072934,5.826086956521739,82.55,63.355704697986575,429.1304347826087,2.7417503290249563,3.1339652472814556
WHL,Woolworths Holdings Limited,5043,ZAC,0.11911852293031568,-7.297794117647059,-0.019825535289452814,-6.818181818181818,-13.55845046280425,-10.743362831858407,-11.495261495261495,3.1921424186617555,-44.010214277783945,866.0919540229885,2.722263429563692,2.5631273700698456
SNT,Santam Limited,38394,ZAC,-1.5689893862482696,-2.0536238169341057,-7.018308631211857,-15.381394221232892,-10.817402615502543,-9.571812143765603,-8.900225412267172,53.50845627923714,70.64,1148.5853658536585,1.6972503277833613,1.9868225517058065
RDF,Redefine Properties Limited,619,ZAC,-1.4331210191082804,0.16181229773462782,-2.5196850393700787,-7.19640179910045,3.6850921273031827,2.995008319467554,40.68181818181818,45.305164319248824,-45.89160839160839,129.25925925925927,3.6890269575383816,2.7673956892137594
TBS,Tiger Brands Limited,28458,ZAC,-0.45125406653373906,-1.9737521959284903,-6.233937397034596,-16.56013604644344,-15.050746268656717,-22.716780273198815,-7.030382228030056,29.360425473885176,-16.7066674471697,380.1618154429272,2.048820034161856,2.207438053694208
DRD,DRDGOLD Ltd.,4527,ZAC,-4.413006756756756,-7.252612169637369,-14.310051107325384,-16.25971143174251,0.6,-14.713639788997739,86.98884758364312,205.67184334908845,423.35260115606934,38.53071183085797,4.298655055596136,4.279537798764571
ARI,African Rainbow Minerals Limited,20682,ZAC,-7.541687156332425,-13.986275733000625,-15.580227764398547,-9.487964989059082,19.54913294797688,4.724289837460125,36.03893968295731,-24.880139474066542,116.33891213389121,417.05,4.922370998349334,4.194076897825453
BOX,Boxer Retail Limited,8643,ZAC,-1.2228571428571429,8.403361344537815,18.90218737102765,22.474139152614427,13.873517786561266,20.898027696181284,35.11020790995779,37.168703380415806,37.168703380415806,37.168703380415806,4.617488117618144,4.152032331511446
MRP,Mr Price Group Limited,15182,ZAC,-0.03292289458089155,-3.935712477853708,-4.250756811301716,-9.458492366412214,-27.009615384615383,-13.240756614663695,-39.22337870296237,-19.782310049667124,-14.578292916221235,2430.3333333333335,2.630948711983835,3.0324173080105172
HMN,Hammerson plc,7040,ZAC,-1.7857142857142856,-4.360820540687406,-2.627939142461964,-9.278350515463918,-1.165239365435912,-5.503355704697986,12.280701754385966,-0.4243281471004243,-85.81930664386813,-85.81930664386813,1.5648312713150208,2.9695291351910225
SRE,Sirius Real Estate Limited,2163,ZAC,-2.479711451758341,-5.421950153038916,-6.767241379310345,-4.292035398230088,-3.4805890227576977,-0.2766251728907331,-1.4129443938012762,13.842105263157896,160.6024096385542,260.5,1.7413844833757732,2.055231452882683
KST,PSG Financial Services Limited,2674,ZAC,-0.4467609828741623,-4.192045861698316,-3.3261026753434564,-2.6219956300072833,4.534792806880375,-1.871559633027523,31.529758976881457,133.53711790393012,284.7482014388489,231.76178660049627,2.507815130613401,2.2518136231217056
VKE,Vukile Property Fund Limited,2338,ZAC,-1.888375996642887,-0.5106382978723404,-1.7647058823529411,-7.037773359840954,-0.9741634900465904,-7.405940594059406,20.14388489208633,157.2057205720572,36.72514619883041,369.47791164658634,3.452405561611884,2.3878988140155943
DCP,Dis-Chem Pharmacies Limited,3709,ZAC,0.37889039242219213,1.4774281805745555,1.3111171810980606,2.6570716855798504,3.574420552918179,6.887608069164265,13.842848373235114,38.861849494571324,59.45829750644884,59.45829750644884,2.670034455387202,2.597595032001143
AVI,AVI Limited Class Y,9442,ZAC,-0.08465608465608467,-4.626262626262626,-5.58,-15.77914548211578,-9.124157844080846,-10.553239863584691,1.5268817204301075,29.165526675786595,2.686242523110386,521.1842105263158,1.67234443850871,2.319294085984035
PMR,Premier Group Limited,17775,ZAC,-0.6983240223463687,-0.7870060281312793,2.745664739884393,-4.420067752863365,2.745664739884393,4.966339907877643,34.363897497921236,196.25,196.25,196.25,1.4696855014580192,1.9452991081094426
TKG,Telkom SA SOC Ltd.,5700,ZAC,-3.225806451612903,-2.697166268350973,-6.388569551650518,-1.1103400416377516,14,-3.487978327124958,50.19762845849802,49.567042770926264,-4.201680672268908,511.3256113256114,3.5956572174548307,3.1527797489439155
FFB,Fortress Real Estate Investments Limited Class B,2523,ZAC,0,2.6026840178934525,4.950083194675541,0.5179282868525896,3.0216414863209473,5.786163522012578,28.987730061349694,241.78876444442653,-65.1040841894353,1044.5220094041565,1.946271676971199,1.6301424526252277
RES,Resilient REIT Limited,8306,ZAC,-0.8475587919302853,-1.1072746755566139,0.08434751174840342,-3.1483208955223883,10.159151193633953,3.9549436795994994,39.19892743422155,73.76569037656904,-36.67276608722172,1184.768716975017,2.1347014853849458,1.9887986547425789
ADH,ADvTECH Limited,4346,ZAC,-1.696448767247229,-3.422222222222222,1.069767441860465,10.025316455696203,20.287849432604485,16.23428724257823,40.193548387096776,214.01734104046244,211.54121863799284,11033.050455824896,2.497968120453124,2.3489919171119613
PIK,Pick N Pay Stores Limited,2234,ZAC,0.6306306306306306,16.354166666666668,12.600806451612904,8.975609756097562,-17.289892632358384,-10.281124497991968,-18.734085121862496,-52.59265651540393,-65.68399108518076,98.35948096498159,6.343879549112118,3.9526666193747606
KRO,Karooooo Ltd.,75003,ZAC,4.097097888995295,-7.530421274549691,-8.120589964719718,-4.818527918781726,-4.089461771588598,-3.627322488628479,-7.083658527520719,47.070473351896155,1171.2372881355932,1171.2372881355932,7.06508051143622,5.462457533648758
HYP,Hyprop Investments Limited,5577,ZAC,-0.8533333333333334,-0.1432408236347359,-1.8133802816901408,-8.498769483182937,3.9321654863958257,-2.4488368025188034,30.45614035087719,103.83771929824562,-52.58459445672505,384.95652173913044,1.981642520144393,1.9624569812726325
SRI,Supermarket Income REIT Plc,1780,ZAC,-1.7117614577581448,-3.8876889848812093,-4.146472805600431,-6.315789473684211,-2.197802197802198,-10.552763819095478,-4.352498656636217,4.705882352941177,4.705882352941177,4.705882352941177,2.2841120221381863,2.488192891552557
APH,Alphamin Resources Corp.,1706,ZAC,-3.0681818181818183,-6.212204507971413,0.35294117647058826,6.625,31.12990007686395,16.92940370116518,53.693693693693696,70.6,424.9230769230769,424.9230769230769,1.6949136736651391,2.8561752796773088
OPA,Channel VAS Investments Limited,1696,ZAC,-1.6811594202898552,-9.06166219839142,-20.969245107176143,-19.238095238095237,-16.65847665847666,-19.122556032427276,-18.265060240963855,-18.265060240963855,-18.265060240963855,-18.265060240963855,2.8875242044931326,3.2883574018585566
NTC,Netcare Limited,1648,ZAC,-1.7292784734645201,-4.130308318789994,-4.904789382573572,6.666666666666667,7.782864617396991,3.0644152595372107,17.630264097073518,12.491467576791809,-52.520887352348026,449.3333333333333,2.5300195850433314,2.5138294815975555
TFG,Foschini Group Limited,5892,ZAC,-1.8163639393434425,-16.920473773265652,-20.108474576271185,-25.275840202916932,-33.04545454545455,-29.428674092705712,-56.6764705882353,-49.20251745840159,-53.60083432251841,489.96132148692607,4.976800622106123,3.909769122107954
TRU,Truworths International Limited,5030,ZAC,-2.0066238067406976,-1.7769966803358719,-8.22842546980478,-11.599297012302285,-8.043875685557587,-11.645880906376252,-32.19196548935023,0.5798840231953609,-51.63461538461539,650.7462686567164,3.4059525463857914,3.5103597509693856
TGA,Thungela Resources Limited,13012,ZAC,-0.09213759213759214,-6.050541516245487,-16.946447947916003,15.150442477876107,65.86360739324411,35.541666666666664,47.27787209960385,420.48,420.48,420.48,3.8435403534247436,5.538535760413855
BYI,Bytes Technology Group Plc,7671,ZAC,0.4189029977745778,8.639002974082992,13.813056379821958,18.37962962962963,-5.668962124938514,-3.8962665998496617,-39.32610930949933,-23.67923589692568,11.173913043478262,11.173913043478262,3.401244833103069,2.85017423045137
DTC,Datatec Limited,7533,ZAC,-0.9206892016309352,-1.5294117647058822,9.95475113122172,-1.4134275618374559,-0.7771338250790305,-5.506773707977922,19.590411176377202,152.78523489932886,69.73862100045065,999.7080291970802,4.319143565436615,3.087178602599346
CML,Coronation Fund Managers Limited,4474,ZAC,-1.3450937155457552,-1.8213737107746324,-4.238013698630137,-11.946467230860067,-9.065040650406504,-4.808510638297872,17.02851164007324,-17.469101641763512,-36.46691280886112,1105.9299191374664,1.4963523677136934,2.226138768926708
MTH,Motus Holdings Limited,10092,ZAC,-2.0194174757281553,-6.754134713110967,-12.691409291461198,-22.141644807900015,-15.752566992236414,-15.555183666638776,9.707576910533753,9.540866167372192,6.231578947368421,6.231578947368421,2.8477649612932057,2.2226719885424027
GCT,Greencoat Renewables Plc,1535,ZAC,5.065023956194388,-0.3246753246753247,28.023352793994995,16.907844630616907,10.272988505747126,11.555232558139535,-2.5396825396825395,-2.5396825396825395,-2.5396825396825395,-2.5396825396825395,3.0784717713588736,1.7247893769836093
LHC,Life Healthcare Group Holdings Limited,1116,ZAC,0.08968609865470852,-2.9565217391304346,-10.36144578313253,-0.6233303650934996,-9.927360774818402,-3.793103448275862,-26.09271523178808,-44.2,-68.20041820690003,-11.149612945501392,3.1819521021419814,3.426951174595123
GND,Grindrod Limited,2341,ZAC,-1.9271051529116048,2.7204914436156207,13.091787439613526,33.01136363636363,34.69505178365938,37.705882352941174,81.61365399534523,405.6155507559395,83.89630793401415,1572.142857142857,2.409439913707267,2.761009833646905
GNDP,Grindrod Ltd Cum.Non-Red.Non-Ptg.Non-Cnv.Pref.Shs,10150,ZAC,0,1.2974051896207586,1.388472680051943,2.7327935222672064,1.5,1.5,5.729166666666667,44.48398576512456,26.875,-2.394461005865949,0.1856388105354193,0.9048022618327874
LTE,Lighthouse Properties Plc,747,ZAC,-0.4,-0.9283819628647215,-4.230769230769231,-12.32394366197183,-8.791208791208792,-13.038416763678697,-11.387900355871887,-10,-69.05941875612235,-69.05941875612235,1.075237397670438,1.581647621028905
OMN,Omnia Holdings Limited,9665,ZAC,-0.9733606557377049,2.557300509337861,1.2041884816753927,12.922070335319546,25.503181405012334,22.933095904350036,34.25475760522295,92.18532511433685,2.970921501851927,713.107826493878,1.6976718189272646,2.7848750547951284
EQU,Equites Property Fund Ltd ZAR,1778,ZAC,-0.39215686274509803,3.613053613053613,1.1952191235059761,-5.676392572944297,0.9080590238365494,-2.092511013215859,16.209150326797385,-8.303249097472925,30.735294117647058,61.63636363636363,2.2715727416436526,2.1278626988783245
WBC,We Buy Cars Holdings Ltd.,3507,ZAC,-3.067993366500829,-6.229946524064171,-13.063956370847794,-15.371621621621621,-21.191011235955056,-27.376268378546282,-23.893229166666668,75.35,75.35,75.35,3.302491508540068,2.9753320578381808
FTB,Fairvest Limited Class B,673,ZAC,-0.7374631268436578,0.29806259314456035,-1.608187134502924,-3.1654676258992804,0.29806259314456035,-5.742296918767507,36.511156186612574,85.39944903581267,85.39944903581267,85.39944903581267,2.6887267425976593,2.414274117618276
FTA,Fairvest Limited Class A,1810,ZAC,0,0.11061946902654868,2.724177071509648,-4.13135593220339,-0.4947773501924134,0.6114508060033352,7.738095238095238,86.5979381443299,54.173764906303234,110.46511627906976,0.603301081388731,0.9255773533221406
MSP,MAS P.L.C.,2052,ZAC,-1.0607521697203472,-1.2512030798845044,2.857142857142857,-4.558139534883721,-6.301369863013699,-7.233273056057866,5.5012853470437015,22.142857142857142,-5.655172413793103,79.84224364592463,3.2860785531727106,3.2298368560271156
JSE,JSE Limited,15523,ZAC,-1.6909436352121596,-3.3737939620292563,-4.001236858379715,1.7834896072388695,10.10000709270161,7.055172413793104,18.225437928408226,31.539700025421574,-4.766871165644171,497.03846153846155,1.8373959036633325,2.1680508967377103
SSU,Southern Sun Limited,1017,ZAC,-0.7804878048780488,-4.953271028037383,-2.586206896551724,-4.056603773584905,11.269146608315099,-2.4928092042186,21.650717703349283,350,276.6666666666667,276.6666666666667,3.6150749862311375,3.0012318697318507
HCI,Hosken Consolidated Investments Limited,16349,ZAC,-1.065052950075643,-3.5115675165250235,-3.1399964452870432,0.7083897991868917,26.7266103402837,5.463811121145659,25.471987720644666,168.01639344262296,36.35529608006672,7264.414414414415,3.0721027537397365,3.128013771516204
ISO,"ASP Isotopes, Inc.",9701,ZAC,-4.79882237487733,11.544210647349662,16.054551979901902,13.197199533255542,-30.707142857142856,5.445652173913044,-55.5,-55.5,-55.5,-55.5,8.174440167230504,7.669761154641923
SPP,Spar Group Limited,6130,ZAC,-0.6643979906011992,-5.750307503075031,-2.41961158866603,-32.31754444076405,-42.87045666356011,-35.80479631375013,-47.64710906140576,-67.67559586585108,-71.36718202625065,177.75260534662436,3.6498497134189196,3.4287517576906232
ATT,Attacq Limited,1649,ZAC,-0.960960960960961,0.42630937880633374,-4.7921478060046185,-8.43975569128262,2.6774595267745953,2.295285359801489,18.718502519798417,143.93491124260356,-16.50632911392405,-3,2.312012065701934,2.224964340458186
SUI,Sun International Limited,4697,ZAC,-1.941544885177453,-3.154639175257732,1.578719723183391,7.977011494252873,19.21319796954315,21.589438260419364,13.756357471542746,148.5185185185185,-26.12825081380678,111.8586014107293,3.4727617289746457,3.254112360574839
RLO,Reunert Limited,6290,ZAC,-11.408450704225352,-11.082838563754594,-8.201984821949795,-0.5219041594179978,5.714285714285714,0.7528431843664904,1.9614200032420166,28.001628001628003,-12.322274881516588,216.08040201005025,3.577223058771924,2.3195816495637747
WBO,Wilson Bayly Holmes-Ovcon Limited,16810,ZAC,-1.129278908363722,-5.9001343484102104,5.2730460921843685,-6.089385474860335,11.612774716154306,1.0216346153846154,-12.067793063765235,55.82128290693363,43.675213675213676,1548.0392156862745,2.549511528810218,3.1992089646134287
AFE,AECI Ltd,11288,ZAC,-1.2682585498119479,-1.4922768129854262,4.017692591227424,16.949854952341482,28.272727272727273,28.63817663817664,14.02020202020202,9.49655640702299,29.74712643678161,351.52,3.107326282711404,2.687287803737741
PPC,PPC Limited,662,ZAC,-1.7804154302670623,-1.9259259259259258,8.346972176759412,5.079365079365079,18.4257602862254,18.003565062388592,34.008097165991906,87.00564971751412,-33.48064322891629,-2.438276735743905,2.5072430690507606,3.1171306073241434
