Symbol,Description,"Gross margin %, Trailing 12 months","Operating margin %, Trailing 12 months","Pretax margin %, Trailing 12 months","Net margin %, Trailing 12 months","Free cash flow margin %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Return on invested capital %, Trailing 12 months","Research and development ratio, Trailing 12 months","Selling, general, and admin expenses ratio, Trailing 12 months"
PPE,Purple Group Limited,85.6098564882145,23.9779015631717,23.7984432309817,12.4669575318534,-6.229271282093498,5.29487151098851,10.017484663253,9.99460306100301,,
SDL,Southern Palladium Ltd.,,,,,,-18.0394771019189,-18.1440540991659,-18.1440540991659,,
CSB,Cashbuild Limited,21.5399608051851,2.6546800263603,2.56631331674935,1.74361916471943,6.04740900919522,2.92237799102716,10.9356597437035,6.65458679103312,,18.88528077882477
MDI,Master Drilling Group Ltd.,28.3427871543243,14.4216725103277,14.9568286164353,10.5123804088014,0.07303824114782136,7.63757973587175,15.2599724487721,13.2215720910519,,16.50868625405588
IOC,iOCO Limited,27.5424640430199,7.92446173244915,6.60451036640609,5.41859111525353,4.657461942661087,10.6010158582104,42.2119891512685,24.2558052568759,,19.618002310570702
AXX,Araxi Limited,45.4476715568668,22.3655452949753,25.2699464750624,17.2801344779229,14.606905924272585,12.190295448608,14.4280193508302,14.2978399681613,,
LBR,Libstar Holdings Ltd.,20.5018068130637,4.51268118924823,1.24797563371475,0.643336244857418,4.5038890299725844,0.876748511855416,1.63924736560602,1.19629462076904,,15.989125623815461
CLH,City Lodge Hotels Limited,29.3510362131001,20.1790235149755,14.8852233988849,9.79344749544808,7.410942017065704,6.63231147526028,17.0816947391853,7.66242985518089,,9.172012698124586
JBL,Jubilee Metals Group PLC,,,,,,,,,,
FTH,Frontier Transport Holdings Limited,14.8192585797722,16.6167815785141,16.2734009954887,12.0749915823148,10.09326185470906,12.6613445175186,22.5413566688409,18.2383078242713,,
ART,Argent Industrial Limited,30.8653330788892,13.8676921765961,13.9032451288338,10.2455874776272,10.024034941427137,10.4136231082933,15.278596078333,14.6641768673111,,17.225888707444316
BWN,Balwin Properties Ltd.,26.3176756032996,13.1425687146569,12.9535285944954,9.09104722148824,5.624768146980639,2.96948677122151,5.59077407185367,4.56286027781906,,
ZED,Zeder Investments Limited,,-153.333333333333,-153.333333333333,-180,,-1.04428543801973,-1.07079119571684,,,
QFH,Quantum Foods Holdings Ltd,20.3663565117422,13.7004837028737,5.23463395412827,3.8989099054423,0.6709544316295335,8.32831439187317,12.4120309439931,11.8711010517907,,6.66587280886852
OAS,Oasis Crescent Property Fund,54.0138643294636,60.1881038415212,80.3048358576151,80.3048358576151,44.97321954844827,6.50156051353526,6.73850687099971,6.735083388589,,
SCD,Schroder European Real Estate Investment Trust Plc,60.3310727019639,46.4193756310426,20.564456122392,11.1083303058434,31.22785115245807,0.944706041203029,1.40157502697214,1.01028569894027,,
NVS,Novus Holdings Ltd.,31.8954316756917,6.88848526240945,7.24159165836514,5.78754651268843,20.162250303250122,6.31734187866429,10.7180851237943,10.1733610282354,,23.657068007919502
GML,Gemfields Group Limited,6.58234278548588,-22.0097691385426,-48.8484919857228,-25.7246123684006,-15.56130109994012,-5.91143804369331,-10.2510630256582,-9.15736759476969,,28.592111924028686
UPL,Universal Partners Ltd.,-22751.3494904985,-3655.2464885706,-10662.2831175984,-10662.2831175984,-11150.371798402488,-0.829495463652001,-0.909471499738829,-0.88128124301181,,
MMP,Marshall Monteagle PLC,6.39674597669143,-1.82860573289044,6.897470885553,6.7877921075967,-8.432179933732787,5.26921425361264,6.64504076428405,6.64504076428405,0,8.225351709581872
ACL,ArcelorMittal South Africa Limited,5.998575454461,-13.1987241026912,-9.40200055743086,-9.32767644235236,-3.1804527577343533,-13.1084756827331,-392.698826597132,-48.5767276832514,,19.19729955715215
EMH,eMedia Holdings Limited,42.1562114605673,13.7452376701015,13.9781622414518,7.32978010563684,10.87375993825371,3.74734818662386,6.30292473934901,5.44948905166795,,28.410973790465803
EMN,eMedia Holdings Limited Class N,42.1562114605673,13.7452376701015,13.9781622414518,7.32978010563684,10.87375993825371,3.74734818662386,6.30292473934901,5.44948905166795,,28.410973790465803
CPR,Copper 360 Limited,-162.786572438163,-340.473498233216,-360.233215547703,-263.771731448763,-70.34770318021202,-27.3373617519959,-99.6045036413953,-54.137080006005,,177.686925795053
EPS,Eastern Platinum Limited,2.56499850547554,-18.9990330134512,-31.3204779238021,-30.0064293057276,-15.948442297217364,-10.9857228996779,-26.5235514194072,-26.4255956530124,,3.4037776280730005
BRN,Brimstone Investment Corporation Limited Class N,6.73086219231586,6.73086219231587,-86.7014231297252,10.6408434363942,-5.595113792370014,0.900480491481332,1.4011626546948,0.964694271348503,,
TPC,Transpaco Limited,26.9141335102138,8.31249805673303,7.90871309088271,5.81864914444433,7.6572387990091935,9.28190182568229,14.2863758993492,12.7195754824917,,18.60163545348078
SSK,Stefanutti Stocks Holdings Limited,,4.77280703785522,3.54474927744856,3.06546788213663,-4.840632822111987,4.4155785022807,,124.391248119507,,
DNB,Deneb Investments Limited,23.2382054419419,6.76586508322835,5.06962772208822,3.83184986646987,5.799447519818142,4.26160826142664,8.38558907282991,6.74017602984,,16.47234035871352
ACT,AfroCentric Investment Corporation Limited,44.4783989560791,3.91362184018452,-7.37432110564702,-9.0498388727735,8.858252541510714,-14.1481824698134,-25.6745667255897,-20.5260464989887,,40.704920490714045
APF,Accelerate Property Fund Ltd.,60.2022899456615,-62.7916843963827,-117.99419443507,-117.99419443507,,-11.4195598565725,-22.8092329507012,-15.3984537542865,,
MTA,Metair Investments Limited,15.9683293434873,4.87813177265293,-0.953091442794562,-1.97574751899666,4.7664645859771015,-3.17189976698982,-14.3890457524065,-6.89823216094207,,11.090197570834343
SNV,Santova Limited,,20.7165068429383,22.6023647705055,16.5710206995004,23.459144089625422,6.28728145677741,10.7206947105259,9.70637721751296,,37.38495708034634
BCF,Bowler Metcalf Limited,15.7982050335908,15.7991198992428,17.9994734439914,13.3281694249866,19.891720567501327,12.9548463590554,15.0018306636156,15.0001144033863,,
EPE,EPE Capital Partners Ltd. Class A,92.1930784976552,96.2883520617113,50.1818721489291,50.9723649538483,,8.56588122244125,9.13209663669226,8.64813709351002,,
YRK,York Timber Holdings Limited,43.060695329141,24.5598500214633,21.8401666609024,15.9282007254795,3.0713862842471675,6.49616983153357,10.3995863702763,9.06783474217771,,19.631533333197705
GPL,Grand Parade Investments Limited,,-14293.3734939759,-11579.5180722892,15728.313253012,5648.493975903614,4.58118335392839,4.64901983565771,4.64243563841491,,14393.373493975903
MST,Mustek Limited,12.6925327457686,1.48350362487451,1.06028658927391,1.01210783263694,0.7179243521316375,1.6691359627377,4.58760605806831,4.34191618148491,,11.209029120894135
NTU,Nutun Limited,16.6666666666667,21.9591457753018,-4.64252553389044,-5.24605385329619,-16.15598885793872,-1.58374211632796,-7.40740740740741,-2.00265839610102,,
TEX,Texton Property Fund Limited,54.2706417114271,31.4223675527817,33.875373720319,34.4965512665018,31.70254258844868,3.76332874923763,5.48550130564604,3.88705342242436,,
SZK,SAB Zenzele Kabili Holdings (RF) Limited,,642.943764407935,347.508035975194,326.977336926524,75.03409201597454,7.79402806057518,30.0839921299154,9.39993214140537,,
ENX,enX Group Limited,,,,,,-0.101514607947539,-0.172299433895323,-0.170130064967751,,
ADR,Adcorp Holdings Limited,9.93089635697536,1.56686757104738,1.35127633371275,1.27271059195263,0.8601646420729849,5.21818769237194,11.2500678671302,9.34779467904253,,8.481492539170134
RMH,RMB Holdings Limited,,-338.461538461538,-2430.76923076923,-1884.61538461538,-184.6153846153846,-29.1319857312723,-30.9930423782416,-30.9930423782416,,
NWL,Nu-World Holdings Limited,,4.88127263120605,4.69992130524686,3.94508088838015,-2.2086247036017714,4.99942927642628,5.88026901235056,5.83988917352554,,
FGL,Finbond Group Limited,64.2614765290909,-9.07724427025274,-14.1565435907779,6.48410606675915,22.302814655724568,2.15696834439686,14.1599886316544,2.56214295858976,,
HLM,Hulamin Limited,9.04623282527223,0.852498278772095,-0.588198599352708,-0.51963303359751,-2.2001522895856365,-0.919779720041386,-1.81884462084067,-1.48564946880133,,8.193734546500128
PBT,PBT Holdings Limited,22.3290091058147,12.592585422028,13.1932154042001,6.36188272666455,9.452784223854001,19.2522896259002,29.3135939055247,28.586187675643,,9.880477577772483
AEG,Aveng Limited,4.58596423475999,-0.674894025926264,-1.75489497225665,-2.48893419967215,3.3738634008066994,-6.1605060959217,-27.5624926390977,-20.9642380550316,,5.208083064700389
SEP,Sephaku Holdings Limited,27.8260033748484,8.68115044285548,8.00508761978449,6.28911176826408,6.664873123060319,4.89541447754322,6.03570090209327,5.54497051459875,,19.01589018799231
NRL,Newpark REIT Ltd.,75.7914746814153,68.1329255032035,38.8411261744021,38.8411261744021,46.667083884190845,4.48472536916947,8.2675673943034,4.9235916605061,,
CGR,Calgro M3 Holdings Limited,28.7652458531815,18.5846960760653,18.7951760714686,17.9466050167536,-10.18191607764362,4.52187987081314,10.2680035222542,10.2680035222542,,10.216739586296148
4SI,4Sight Holdings Limited,43.2165410765114,5.23478145192107,6.48872291344591,4.68724243735726,4.181058042017802,8.54369409695046,13.9157311811731,13.1373076138444,,37.981759624590325
ANI,Afine Investments Limited,,88.3906700638967,139.575723607877,139.575723607877,69.27236944127796,16.9428821315873,22.9983194146512,17.309615880703,,
ISA,ISA Holdings Limited,43.2220469990877,19.893640343123,21.5986478745748,19.4459963085279,20.48767034163797,30.3018281596086,46.2652791681739,46.2652791681739,,23.3284066559647
VUN,Vunani Limited,68.7297296949596,5.5536615519994,2.90104167336715,-0.897714802516895,0.5521627876759119,-0.344689531203961,-2.33327203116379,-2.10909057936519,,
MHB,Mahube Infrastructure Ltd.,,-108.148884299335,-108.148884299335,-108.260815942734,78.70921394390781,-3.63825648445682,-3.64373355590204,-3.64373355590204,,
GRSP,Goldrush Holdings Limited Non-Cum Pref Registered Shs,,,,,,,,,,
CKS,Crookes Brothers Limited,,10.1685967619012,7.22196405003997,6.17940281676178,1.4694747538586415,2.6909217479524,4.9817897178218,3.65519420212091,,
AME,African Media Entertainment Limited,70.9230606872534,18.8320444645087,23.060980400204,17.0875277756606,16.668620978758582,13.02451956862,18.8774568383417,18.8219566891568,,53.86953794199211
CCC,Cilo Cybin Holdings Limited,58.7024197807228,37.5077684603878,-1157.90295914519,-1150.51242589737,7.4336759354434,-251.629665728183,-266.64353777524,-260.306683481746,,21.194651320334994
PPR,Putprop Limited,62.1283788685597,42.5363822347325,51.8717081876351,38.2611976030528,,4.30192779221542,7.4294351572592,5.49996897533618,,
DLT,Delta Property Fund Limited,62.6548150571237,47.9495161105099,-4.84820381474045,-7.22780563685146,11.755765436266135,-1.24803489973012,-3.31128770904798,-2.78290236293295,,
HUG,Huge Group Limited,99.823644467246,-85.5164010645461,-134.023791964601,-96.4793022733831,5.370827588418251,-2.94724294086634,-3.60899243513733,-3.05868623586111,,
TMT,Trematon Capital Investments Limited,,-0.713810768280397,-21.9038063477731,-23.3170667807113,-12.706921847622823,-4.58443355973139,-13.3707342470386,-6.00615214038209,,
ISB,Insimbi Industrial Holdings Limited,5.68702956009011,0.708091675744765,-2.16393913030691,-2.18083015616449,-1.332900658114111,-7.40572537576912,-18.2156482452013,-14.7850114243835,,4.989410320377055
PMV,Primeserv Group Limited,11.9239535423292,3.35739924390277,3.83580588955157,3.02175030594187,1.7782387756866063,10.7400759964427,15.2700571517902,15.2100188001346,,8.61677880744087
SOH,South Ocean Holdings Limited,3.21334557282289,1.33813801236711,-1.03665332818071,-0.61056243438492,-4.876227029476682,-1.14559295758014,-2.14896166808262,-1.73787127262841,,1.8752075604557918
AOO,African and Overseas Enterprises Limited,53.8409714455409,7.85214383752901,2.51533950804244,0.0251164591111433,11.370516527368814,0.0136933503077178,0.0660374976449863,0.0223154072791546,,78.01910919306727
NCS,Nictus Ltd.,6.17464565709417,-30.8594590408,32.9842256090739,24.4421304463817,146.16053218130654,3.32030827592858,20.4004381475695,20.1966905359568,0,37.034104697894165
TRL,Trellidor Holdings Ltd.,40.1535354178797,0.379283823371078,-2.87534435115614,-2.29687777224672,5.906270908974334,-1.46246881037991,-2.65587232899914,-1.9779610076704,,42.8433553718758
MTU,Mantengu Limited,20.6580974551016,-12.3270694870843,43.1442933774164,49.3163748411547,,21.0451654081395,72.2267057114529,46.7772731248493,,11.798072489682085
RHB,RH Bophelo Ltd.,74.8599859427517,233.664906747054,197.048296473368,150.069645593721,-28.323786198818933,3.41469898088326,4.07335415002436,3.87434294694377,,
BIK,Brikor Limited,4.68699681951596,-8.9259042297064,-11.1516296530297,-7.69940898816443,1.5104998911213277,-8.3542850487117,-22.9226779648636,-22.0191211297255,,14.134598575069543
SKA,Shuka Minerals PLC,,,,,,,,,,
RNG,Randgold & Exploration Company Ltd,,,,,,-19.8080232785082,-23.9637667160367,-23.9637667160367,,
TLM,TeleMasters Holdings Ltd.,42.5060877885716,1.53156834223639,1.79278123688649,1.0413470216238,2.0888988802475894,1.32439856941661,2.00938632265772,1.7397495287286,,40.974519446335165
LAB,Labat Africa Ltd,59.2039675428744,68.0593238519491,65.2382544830458,48.8257637898616,8.410522065040444,34.2217657275973,177.698680154087,163.444539492444,,11.969826987872747
XII,Numeral Limited,61.837455789582,11.9863257907741,6.577004414525,0.535948899834548,,0.74817892493921,,0.795658204286838,,
VIS,Visual International Holdings Ltd.,,-170.734201240376,-51.5185460123709,245.416190284267,15.702626340725143,10.833830927605,69.8834895786482,26.6989870450036,,
EUZ,Europa Metals Limited,,,,,,,,,,
BAC,Africa Bitcoin Corporation Limited,,,,,,,,,,
