symbol,description,price,price_change_1d,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,perf_1y,perf_5y,performance_10_years,perf_all_time,vol_1w,vol_1m,technical_rating_1d,moving_averages_rating_1d,oscillators_rating_1d,rsi_14,momentum_10_1_day,awesome_oscillator_1d,cci_20_1d,stochastic_k_1d,stochastic_d_1d,candlestick_pattern_1d,pre-market_price,pre-market_change,pre-market_gap,pre-market_volume,gap_1_day,volume_1d,volume_change_1_day,post-market_price,post-market_change,post-market_volume,market_cap,market_cap_perf_1y,pe_ratio,price_to_earning_to_growth_trailing_12_months,ps_ratio,pb_ratio,pcf_ratio,p_fcf_ratio,p_cash_ratio,enterprise_value,enterprise_value_to_revenue_ratio_trailing_12_months,enterprise_value_to_ebit_ratio_trailing_12_months,enterprise_value_to_ebitda_ratio_trailing_12_months,dividends_per_share_annual,dividends_per_share_quarterly,dividend_yield_trailing_12_months,dividend_yield_indicated,dividend_payout,dividends_per_share_growth_annual_yoy,continuous_dividend_payout,continuous_dividend_growth,gross_margin_ttm,operating_margin_ttm,pretax_margin_trailing_12_months,net_margin_ttm,fcf_margin_ttm,roa_ttm,roe_ttm,roic_ttm,research_and_development_ratio_trailing_12_months,selling_general_and_admin_expenses_ratio_trailing_12_months,recent_fiscal_period_current,fiscal_period_end_date_current,total_revenue_trailing_12_months,revenue_growth_ttm,gross_profit_trailing_12_months,operating_income_trailing_12_months,net_income_trailing_12_months,ebitda_trailing_12_months,eps_diluted_ttm,eps_growth_ttm,total_assets_quarterly,total_current_assets_quarterly,cash_and_short-term_investments_quarterly,total_liabilities_quarterly,total_debt_quarterly,net_debt_quarterly,total_equity_quarterly,current_ratio,quick_ratio,debt_to_equity,cash_to_debt_ratio,cash_flow_from_operating_activities_trailing_12_months,cash_flow_from_investing_activities_trailing_12_months,cash_flow_from_financing_activities_trailing_12_months,free_cash_flow_trailing_12_months,capital_expenditures_trailing_12_months,revenue_per_share,basic_earnings_per_share_trailing_12_months,operating_cash_flow_per_share_trailing_12_months,fcf_per_share,ebit_per_share_trailing_12_months,ebitda_per_share_trailing_12_months,bvps,total_debt_per_share_quarterly,cash_per_share_quarterly,relative_volume_1d,sector,snapshot_date
BHG,BHP Group Ltd,70265.0,-3.838784726974134,1.9308323904024136,7.274809160305343,21.13193235299188,46.63285961727081,37.03559239395417,53.172890371242346,56.30422209369578,290.3611111111111,1461.4444444444443,2.842068214832222,2.146882448790951,,,,61.25737138761337,4528.0,6930.979411764871,86.01828837951528,79.84889058913542,88.7676566929894,,,,,,-0.9169289722184208,443688.0,123.95590417638329,,,,3775377415244.6006,46.76640517623439,20.258822203138624,,3.737615606020884,4.245313607570273,10.310500868620002,19.839623902330157,15.520704686737714,4096636668951.183,4.401035086710324,10.752754305782316,8.512680373176408,20.08211744,11.548640670833334,3.15459555269094,3.038647871903654,62.63972611505728,-25.44178552237608,26.0,0.0,40.9293745759385,40.9293745759385,38.2023923645699,18.951950998927,19.36267916395681,9.42417055323535,21.278041715691,14.5665355865582,,,,,930834812319.8738,-2.628875926572403,380984867017.63525,380984867017.63525,176411357511.81577,481239338183.0417,34.683655,-13.276996753056435,1934693134396.1812,432392542052.7544,230388112020.16315,1009721970212.4392,467296799632.0668,236908687611.9036,924971164183.74,1.64873457967697,1.27883759379371,0.555895014581308,0.4930230898254872,346810101232.12354,-248393360605.37723,-40620819036.93084,180234558255.91663,173445113615.7195,182.9111440990121,34.7570525,68.14896860525118,35.41649798701447,74.86438730374337,94.56461744606833,165.5119185416667,,,1.29567131285103,Non-energy minerals,2026-05-15
ANH,Anheuser-Busch InBev SA/NV,133707.0,-0.1202677264170675,2.2138810956265145,8.62980866880611,4.532092877804707,21.55181818181818,25.1938202247191,9.775862068965518,25.793340922561647,-24.483214350262063,-24.483214350262063,1.4619451678766495,1.8553341401559256,,,,66.09597953898017,7997.0,8224.158823529418,97.44114371072192,87.66493363081906,83.52935651089278,,,,,,0.3481041025487794,97942.0,-64.2595707878863,,,,2675174742319.765,1.7423120474398062,22.65636170936794,1.6680833224760845,2.6636427993004195,1.7928162642163397,10.74734313633918,14.247145977736396,13.486011837279268,3867435649139.908,3.761153951697199,14.831500482578427,10.785928781221395,15.758009166666666,,1.1552812858783,1.6732527564466488,26.0965409926411,14.381661063992834,35.0,4.0,55.9339459766035,25.3592275216566,18.5202845056394,11.5836289741996,18.32628378929592,3.12352595632396,8.11966092380431,4.35266692535025,,30.57471845494693,,,1028257736537.147,-5.444742266128758,575145126854.9346,260758218917.49188,119109561098.96576,358563061891.63995,59.01521246666666,13.24407422969328,3682388115327.23,412837756542.9199,199076836535.53296,2053371563448.7217,1217178846423.3423,1018102009887.8096,1629016551878.5083,0.718462654097172,0.570326323422771,0.8366308843241249,0.1635559450614152,249806165113.3624,-63093554704.10046,-186762964403.43887,188441430883.18832,61364734237.34819,512.0965652785,60.38351661666666,124.40935243605128,93.84826982817476,129.8637331003845,178.57284794065563,745.7931003233332,,,0.2657983843457338,Consumer non-durables,2026-05-15
BTI,British American Tobacco p.l.c.,108984.0,-0.166718575380613,14.660859135814158,16.029299037560683,14.863882126031555,16.52927024859663,13.030491599253269,48.17675050985724,95.38185729652206,18.848418756815704,290.6236559139785,2.941905674994502,2.3812201474017995,,,,72.97204541807821,11367.0,6977.858823529416,214.60839081533308,92.2432315018958,91.99422016660348,,,,,,1.1926790392613085,126451.0,-68.57407711157171,,,,2385331821843.015,19.29027829076763,13.903355604420907,0.0890562759288858,4.232151986757343,2.201087381436998,21.63984899311838,24.373355823748422,27.66499560322421,3091399341843.015,5.376067437615441,13.370990295943615,10.719486692411357,55.019648,27.509824,4.8415961305925,4.983602953300478,69.80599948722332,-3.7133208623896743,46.0,26.0,62.4326434986333,40.2069504099961,31.9328387348692,29.9765716516986,17.03240921515033,6.72863284382683,15.7365556682963,9.48275329648272,,23.033971105037097,,,575029866666.6666,-6.537356766385267,359006346666.6667,231201973333.3333,172374240000.0,288390613333.3333,78.386832,144.64536760022938,2453924800000.0,284798080000.0,86288160000.0,1372909066666.6667,787438400000.0,701150240000.0,1081015733333.3334,0.873313136876893,0.571605618286973,0.7317531193923971,0.1095808383233532,110313226666.66669,26180586666.666668,-159688106666.66666,97941440000.0,15807146666.666666,262.5254019454027,78.817936,50.36264348917485,44.714400753059344,105.55345817383127,131.66248584876072,495.1370896,,,0.3219271790949857,Consumer non-durables,2026-05-15
CFR,Compagnie Financiere Richemont SA,328291.0,-2.047715378602075,-1.8893467976438452,1.089443361570178,-0.7347583008033962,-10.057260273972602,-9.636388659510049,-1.627107673775399,127.04958849159694,241.93417352359128,2851.673053369454,2.6314085710669923,2.629339443393393,,,,55.610930800206056,11885.0,12490.720588235416,63.640329929279154,78.46194042849679,74.14213551646056,,,,,,-1.225108457604564,33189.0,-58.120078740157474,,,,1943182583122.7263,-4.345142489577896,22.985884007952148,0.1182504992317018,4.565116027629581,4.263500445460648,18.798123992713474,23.9909358985736,5.686311937811473,1906663560426.3245,4.239908859715671,19.87525860365841,14.826369021643831,62.52564575645757,,1.9163206643245,1.964320879356952,0.0,7.683483895978085,37.0,5.0,65.8236624204558,21.3325971911759,20.8791172217834,17.4526729897451,17.934294512250876,9.14442915091595,18.2024117551596,12.7498538344667,,44.49106522927965,,,449694468327.3653,12.205473669191033,296005368755.26746,95931509519.27692,84173206740.3002,128599494430.69563,142.88900086956522,226.95929230800925,845979797432.6412,580221744618.5217,340265840875.5326,391686421184.21735,302379140973.6196,-37886699901.91304,454293376248.4239,2.82012104375434,1.86635578926481,0.6676131242112849,1.1252953486802133,102928234421.1576,-46027886096.20179,-56759531663.82267,80649530355.13043,24365989336.566746,763.3584592214659,143.20342173913045,174.72115841310088,136.90295426095813,162.8441852724495,218.29824211627167,770.359952347826,,,0.2955159469653065,Consumer durables,2026-05-15
GLN,Glencore plc,12732.0,-3.4210725934916177,1.523004545092098,0.244075269663806,17.88888888888889,51.57142857142857,37.61348897535668,92.85065131778248,93.20182094081942,346.7368421052632,131.4909090909091,2.0708802488284643,2.5009613060855376,,,,54.05562435878218,-120.0,381.77058823529296,66.34345882887742,80.84613558623705,87.45102025509603,,,,,,-2.07084882045058,813327.0,-11.050948517783752,,,,1549011667348.4478,102.82443875186384,268.7406423433261,,0.3840780454158699,2.2973380249423405,14.488485286122028,236.57038342459413,31.225383768923997,2104681796092.1123,0.499698028697303,50.69574362857225,12.440346317329327,2.812392266666667,1.4122024000000002,1.25200537002853,2.123211712053402,544.5869565217391,58.48568383247266,15.0,1.0,2.05108795781735,0.985680439841881,-0.398174694541209,0.135978383341422,0.1540622713489034,0.243057914382779,0.831350945507947,0.502095858219716,,1.0654075179755125,,,4211907342478.3184,-2.058022965277782,86389924295.99753,41515946819.07272,5727283512.140664,169181929699.2,0.4737653333333333,,2373771641698.581,1118952405734.6062,49161790763.66424,1812776347843.3264,692538557426.6132,643376766662.9484,560995293855.2455,1.06245046758599,0.541258519575209,1.06757591353577,0.0709878031143035,105952813772.28365,-81254523744.34042,-16431992007.728754,6488960118.933333,99463853663.1092,349.333278519953,0.5164266666666667,8.787668102334687,0.5381907834654321,3.443309795665051,14.031856202557986,55.42066453333333,,,0.2107970812014044,Distribution services,2026-05-15
PRX,Prosus N.V. Class N,76368.0,1.4951556955464296,-5.507368316856184,-5.838255058382551,-6.868292682926829,-37.91219512195122,-27.31495141195618,-19.443037974683545,15.981476421986336,34.39804255290908,34.39804255290908,3.976583343961051,2.938525346233045,,,,41.39736018595308,-3765.0,-3495.314705882324,-133.52810217138313,37.54290332609849,30.749796832064664,,,,,,-0.3056762755339367,651160.0,-29.84482385250132,,,,1492547748436.5308,-11.755826318857572,7.0922559970811685,0.0916493891054535,14.163049486028692,1.743297086708942,46.95439587534316,49.06246326308239,4.421655418792862,1416926541997.406,11.244712570720017,324.5764697425737,177.5192778479391,3.992066420664207,,0.516528925619835,0.5481386972874553,0.0,94.2386349257376,6.0,3.0,42.2103596876322,3.4644262722793,107.15201743622,198.640714978528,27.583065048062664,18.9176329702152,27.2505523384291,20.7640417322783,,38.74593341535304,,,126008249040.25786,20.48091966444754,53188535155.98016,4365462884.989813,249652520057.99185,7981817857.613913,107.68505822608697,91.4093273406516,1382492515238.3938,448707824610.6599,385661205553.6951,419841851918.4627,308581069086.806,-77080136466.89017,962650663319.9312,3.66142290249433,3.62046485260771,0.321040078060063,1.249788934541561,36317386850.890274,291257054303.21216,-177013664311.63773,34756937298.69913,1560449542.933283,56.43492833843717,107.68505822608697,16.26535675227487,15.566482993418663,1.9551464978906608,3.574792303168861,438.0951507478261,,,0.4484042333581211,Technology services,2026-05-15
AGL,Anglo American plc,84065.0,-6.3154727410511295,-2.242042956984871,5.450326141495234,6.749206349206349,32.1880650994575,22.70471464019851,58.83305257082315,29.38194237661803,528.0094879163945,536.7738716235649,2.9824074203754862,3.1158463718849854,,,,53.739177960118326,2844.0,8715.338235294112,32.88988767331848,75.14338411784028,85.58125064796047,,,,,,-2.89974591004324,582616.0,2.7599441238306217,,,,974419683549.418,36.92808836469611,,-0.6171138850126148,3.0999280516758003,3.0018661741242214,10.663019536678704,31.63739256082202,8.381256656124817,1227907558845.717,3.889891238906762,19.33710507182257,11.958954801584596,3.849848533333333,2.6913463466666667,0.422003445729756,0.4262180715909597,-6.196602818937478,-70.6544441529753,9.0,0.0,39.1104871424026,20.1162026371921,4.50629383016085,-6.26155750995305,9.019316141227575,-1.88454183789113,-5.88041694294777,-3.28602168273519,0.2049733179866869,18.789311187223795,,,315666295901.58295,-38.04673783909919,123458626071.48692,63500071740.88069,-70545030304.53766,102676829139.2,-62.12837333333333,-16.88653215790171,934725063506.1542,225710211516.71127,107471514070.30434,532132565085.2882,258429094334.01428,150957580263.7101,402592498420.8661,1.97675438596491,1.53625730994152,0.861251738525733,0.4158646082294419,84473852790.68079,-37441467503.29311,-78689120910.41394,28470941178.666668,56690372426.6162,294.6055499601273,-62.12837333333333,78.8378936293167,26.571405920506045,59.263449387421495,95.8263967659918,280.042464,,,0.5262062196661871,Non-energy minerals,2026-05-15
ANG,Anglogold Ashanti PLC,158759.0,-4.943837716146956,-4.649249249249249,-11.025987345390146,-6.6798727979168016,14.627436823104691,10.62574036652498,120.80528511821974,392.6425867312108,596.311403508772,465.2783860481181,4.767523412079694,4.143030160979408,,,,44.1981555365323,3616.0,3987.264705882408,-38.40763657517626,43.65096912079003,54.56239537601465,,,,,,-1.86688700483786,308263.0,-35.61893026461436,,,,854827744676.617,106.18568052218336,13.671263239738286,,4.587294762894173,5.512739192984697,8.185801218055735,11.759061505155415,14.805298966934842,871028766823.3375,4.579024593605813,9.433466533677104,,59.41666666666667,19.761499148211243,3.49270108748898,2.8932677108779994,66.78765880217784,243.32820681826504,10.0,2.0,56.0361812645347,48.5402113559207,45.1818018986336,31.1123052122664,35.8344537880564,23.879571074916,45.3850676070124,35.561469955766,,2.4986566362102227,,,190221465077.87903,126.6715843117525,106592844975.09438,92333901193.13168,59182282794.27462,,116.12606473594548,,267546848385.1193,81618398638.2109,54139693356.75946,90749574106.81483,38943781942.59029,-15195911414.169132,176797274278.30325,2.70677966101695,2.11129943502824,0.267838312829526,1.390201224846896,97920084396.5012,-25325097650.49472,-43827363717.11328,68164822998.296425,29755261455.71942,376.7601001765332,117.33390119250429,193.9443626481176,135.00992398959457,182.88014892922536,,287.9856899488927,77.13358311027763,107.2312017167378,0.3076827411185245,Non-energy minerals,2026-05-15
NPN,Naspers Limited Class N,86489.0,1.275175644028103,-5.8366902558519325,-5.990217391304348,-4.537527593818985,-30.224922148538973,-23.736420711060948,-19.85822831727205,41.99101648946999,228.2812532832301,26411.382630207296,4.102291239315174,3.3226003646545785,,,,43.51444172346577,-3284.0,-3413.108823529634,-124.47399649123314,38.26662447924906,34.18786258834052,,,,,,0.0,786474.0,-32.99841371801666,,,,653812589535.0,-13.780276188697158,6.884510190370967,0.0801593235144049,4.825971325410604,1.610077290374458,19.564034127850174,20.730283162578854,1.7867983856031846,1123270367035.0,7.912590846281599,310.78475970022714,140.09064022906998,5.08,,0.594847775175644,0.594847775175644,0.0,110.78838174273858,30.0,3.0,41.4356785108354,2.54600349850173,90.8943521507985,73.0092761278051,23.40443956142311,8.01818189401081,26.6602473533711,15.4076835831452,,38.889675012333655,,,141959869890.513,11.466393342365452,58822035302.23309,3614303253.88097,103336660959.987,8018168560.0,125.6284,85.42800422137105,1383892035000.0,450652552500.0,385472607500.0,423566127500.0,313460672500.0,-72011934999.9999,960325907500.0,3.71511875977813,3.66249466647703,0.748373012604004,1.229731961032528,35205511719.8334,287368997374.665,-170459803175.902,33224911950.0,1980599774.77738,178.261433817965,128.7233,44.2081625061569,41.72108953925198,4.538542336611352,10.068551240587263,537.17297,,,0.460244719007344,Technology services,2026-05-15
GFI,Gold Fields Limited,68648.0,-5.780949766675817,-8.469333333333333,-17.03066268627854,-19.40263460680489,-0.2223804886556881,-7.099358540612228,90.78958339123426,356.5272328256966,956.123076923077,431.3312693498452,4.575540953706027,4.292099874863724,,,,38.53503772020881,-2575.0,-2795.0823529411573,-124.99169221035068,27.282890265168444,36.96949032657896,,,,,,-2.701070546253088,874938.0,-3.273992789808889,,,,652114632824.0,66.21560481606858,9.849286338730352,0.059243966097645,4.236244050269064,4.391944636353935,7.819861757681434,11.39405977066725,20.89919963523767,679982058824.0,4.370469999042308,9.024255478363818,7.371457589181249,25.5,18.5,3.49986275048037,3.499862750480373,36.20862986544589,155.0,46.0,2.0,54.1189729893273,48.4302556530436,60.2229871127174,40.5106495098457,34.75594719882724,28.4119167184936,52.9923450771298,38.5556648497868,,5.6887173362836245,,,155585568365.188,63.76856547609634,84201311718.8474,75350488518.5016,63028724288.3227,92245265010.0,69.6619,177.8418586100309,252281564000.0,49227813000.0,29481344000.0,108579896000.0,53375284000.0,23893940000.0,143701668000.0,1.74769104064945,1.28731101829519,0.381993691151009,0.5523407425804048,78791225837.96149,-48062630383.678,-16251418010.997,54075237990.0,24715987849.7018,173.257664893939,70.4252,87.7406815185737,60.21734252845859,83.9091300482971,102.722889925382,156.22237,,,0.4880739461257125,Non-energy minerals,2026-05-15
